CNES - Estabelecimentos por Tipo - Brasil
Quantidade por Município e Tipo de Estabelecimento
Período:Dez/2010
"Município";"CENTRO DE APOIO A SAÚDE DA FAMÍLIA-CASF";"CENTRO DE ATENÇÃO HEMOTERÁPICA E/OU HEMATOLÓGICA";"CENTRO DE ATENÇÃO PSICOSSOCIAL-CAPS";"CENTRO DE PARTO NORMAL";"CENTRO DE SAUDE/UNIDADE BASICA DE SAUDE";"CENTRAL DE REGULACAO DE SERVICOS DE SAUDE";"CLINICA ESPECIALIZADA/AMBULATORIO ESPECIALIZADO";"CONSULTORIO";"COOPERATIVA";"FARMACIA";"HOSPITAL ESPECIALIZADO";"HOSPITAL GERAL";"HOSPITAL DIA";"LABORATORIO CENTRAL DE SAUDE PUBLICA - LACEN";"POLICLINICA";"POSTO DE SAUDE";"PRONTO ANTEDIMENTO";"PRONTO SOCORRO ESPECIALIZADO";"PRONTO SOCORRO GERAL";"SECRETARIA DE SAUDE";"UNIDADE DE ATENÇÃO À SAÚDE INDÍGENA";"UNIDADE DE SERVICO DE APOIO DE DIAGNOSE E TERAPIA";"UNIDADE DE VIGILANCIA EM SAUDE";"UNIDADE MISTA";"UNIDADE MOVEL DE NIVEL PRE-HOSP-URGENCIA/EMERGENCI";"UNIDADE MOVEL FLUVIAL";"UNIDADE MOVEL TERRESTRE";"PRONTO SOCORRO TRAUMATO-ORTOPEDICO (ANTIGO)";"Total"
"316225 São João da Lagoa";-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;4
"316230 São João da Mata";-;-;-;-;2;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"316240 São João da Ponte";-;-;1;-;1;-;-;1;-;-;-;1;-;-;-;12;-;-;-;1;-;1;1;-;-;-;-;-;19
"316245 São João das Missões";-;-;-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;5
"316250 São João del Rei";-;1;2;-;19;1;35;116;-;1;-;2;-;-;2;1;-;-;-;3;-;20;-;1;-;-;1;-;205
"316255 São João do Manhuaçu";-;-;-;-;3;-;-;-;-;1;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;6
"316257 São João do Manteninha";-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;1;-;-;-;-;-;-;5
"316260 São João do Oriente";-;-;-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;5
"316265 São João do Pacuí";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;3
"316270 São João do Paraíso";-;-;-;-;8;-;-;-;-;-;-;1;-;-;-;1;-;-;-;1;-;1;1;-;-;-;-;-;13
"316280 São João Evangelista";-;-;-;-;5;-;-;1;-;-;-;1;-;-;-;2;-;-;-;1;-;3;-;-;-;-;-;-;13
"316290 São João Nepomuceno";-;-;-;-;3;-;4;8;-;-;-;1;-;-;1;2;-;-;-;1;-;2;-;-;-;-;-;-;22
"316292 São Joaquim de Bicas";-;-;1;-;2;-;-;9;-;-;-;-;-;-;-;3;-;-;-;1;-;1;-;-;-;-;-;-;17
"316294 São José da Barra";-;-;-;-;4;-;-;1;-;1;-;-;-;-;-;3;-;-;-;1;-;2;-;-;-;-;-;-;12
"316295 São José da Lapa";-;-;-;-;2;-;2;13;-;-;-;-;-;-;2;2;-;-;-;1;-;2;1;-;-;-;-;-;25
"316300 São José da Safira";-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;3
"316310 São José da Varginha";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;3
"316320 São José do Alegre";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;2
"316330 São José do Divino";-;-;-;-;2;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;4
"316340 São José do Goiabal";-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;3
"316350 São José do Jacuri";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"316360 São José do Mantimento";-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;3
"316370 São Lourenço";-;-;2;-;9;1;28;78;-;1;-;1;-;-;1;-;-;-;1;1;-;7;1;-;-;-;-;-;131
"316380 São Miguel do Anta";-;-;-;-;3;-;2;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;6
"316390 São Pedro da União";-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;1;1;-;-;-;-;6
"316410 São Pedro do Suaçuí";-;-;-;-;3;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"316400 São Pedro dos Ferros";-;-;-;-;3;-;-;7;-;-;-;1;-;-;-;-;-;-;-;1;-;3;-;-;-;-;-;-;15
"316420 São Romão";-;-;-;-;5;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;7
"316430 São Roque de Minas";-;-;-;-;4;-;-;-;-;-;-;1;-;-;-;2;-;-;-;1;-;1;1;-;-;-;-;-;10
"316440 São Sebastião da Bela Vista";-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;3
"316443 São Sebastião da Vargem Alegre";-;-;-;-;2;-;1;-;-;-;-;-;-;-;-;2;-;-;-;1;-;-;-;-;-;-;-;-;6
"316447 São Sebastião do Anta";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;2
"316450 São Sebastião do Maranhão";-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;3
"316460 São Sebastião do Oeste";-;-;-;-;2;-;1;2;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;7
"316470 São Sebastião do Paraíso";-;-;1;-;22;-;8;63;-;-;1;1;-;-;-;1;1;-;1;1;-;10;1;-;-;-;2;-;113
"316480 São Sebastião do Rio Preto";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"316490 São Sebastião do Rio Verde";-;-;-;-;2;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"316520 São Thomé das Letras";-;-;-;-;3;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;5
"316500 São Tiago";-;-;-;-;3;-;-;1;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;6
"316510 São Tomás de Aquino";-;-;-;-;3;-;1;2;-;-;-;2;-;-;-;-;-;-;-;1;-;1;1;-;-;-;-;-;11
"316530 São Vicente de Minas";-;-;1;-;2;-;2;4;-;-;-;1;-;-;-;1;-;-;-;1;-;2;-;-;-;-;-;-;14
"316540 Sapucaí-Mirim";-;-;-;-;1;-;1;2;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;5
"316550 Sardoá";-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;3
"316553 Sarzedo";-;-;-;-;6;-;2;2;-;-;-;-;-;-;-;-;1;-;-;1;-;2;-;-;-;-;-;-;14
"316556 Sem-Peixe";-;-;-;-;2;-;-;1;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;5
"316557 Senador Amaral";-;-;-;-;1;-;-;2;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;-;-;5
"316560 Senador Cortes";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;3
"316570 Senador Firmino";-;-;-;-;3;-;1;-;-;-;-;1;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;7
"316580 Senador José Bento";-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;3
"316590 Senador Modestino Gonçalves";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"316600 Senhora de Oliveira";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;2;-;-;-;1;-;-;-;-;-;-;-;-;4
"316610 Senhora do Porto";-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;3
"316620 Senhora dos Remédios";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;2;-;-;-;1;-;-;-;-;-;-;-;-;4
"316630 Sericita";-;-;-;-;2;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;-;5
"316640 Seritinga";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;2
"316650 Serra Azul de Minas";-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"316660 Serra da Saudade";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;2
"316680 Serra do Salitre";-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;1;-;1;-;-;-;-;7
"316670 Serra dos Aimorés";-;-;-;-;5;-;-;2;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;9
"316690 Serrania";-;-;-;-;2;-;1;-;-;1;-;1;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;7
"316695 Serranópolis de Minas";-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;4
"316700 Serranos";-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"316710 Serro";-;-;-;-;5;-;1;6;-;-;-;1;-;-;1;-;-;-;-;1;-;1;-;-;-;-;-;-;16
"316720 Sete Lagoas";-;1;2;-;40;1;56;235;-;2;-;3;-;-;2;-;2;-;-;2;-;31;2;-;1;-;-;-;380
"316555 Setubinha";-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"316730 Silveirânia";-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;4
"316740 Silvianópolis";-;-;-;-;2;-;1;1;-;-;-;1;-;-;-;1;-;-;-;-;-;1;1;-;-;-;-;-;8
"316750 Simão Pereira";-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;2;-;-;-;1;-;-;-;-;-;-;-;-;5
"316760 Simonésia";-;-;1;-;3;-;-;-;-;-;-;-;-;-;-;3;-;-;-;1;-;1;-;-;-;-;-;-;9
"316770 Sobrália";-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;1;-;-;-;-;-;-;5
"316780 Soledade de Minas";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"316790 Tabuleiro";-;-;-;-;3;-;-;3;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;-;8
"316800 Taiobeiras";-;-;1;-;10;-;3;-;-;-;-;1;-;-;1;2;-;-;1;1;-;3;-;-;-;-;-;-;23
"316805 Taparuba";-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;4
"316810 Tapira";-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"316820 Tapiraí";-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;3
"316830 Taquaraçu de Minas";-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;3
"316840 Tarumirim";-;-;-;-;6;-;-;2;-;-;-;1;-;-;-;2;-;-;-;1;-;3;-;-;-;-;-;-;15
"316850 Teixeiras";-;-;-;-;2;-;-;5;-;-;-;1;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;10
"316860 Teófilo Otoni";-;-;1;-;28;1;30;236;-;1;-;5;-;-;1;2;-;-;-;1;-;12;1;-;-;-;-;-;319
"316870 Timóteo";-;-;1;-;16;-;14;32;-;-;-;1;-;-;7;1;-;-;-;1;-;14;1;-;-;-;-;-;88
"316880 Tiradentes";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;3
"316890 Tiros";-;-;-;-;2;-;-;1;-;-;-;1;-;-;-;1;-;-;-;1;-;1;-;-;-;-;-;-;7
"316900 Tocantins";-;-;-;-;1;-;4;4;-;-;-;-;-;-;-;1;-;-;-;1;-;4;-;-;-;-;-;-;15
"316905 Tocos do Moji";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;1;-;-;-;-;-;4
"316910 Toledo";-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;3
"316920 Tombos";-;-;1;-;6;-;-;11;-;-;-;1;-;-;1;-;-;-;1;-;-;7;-;-;-;-;-;-;28
"316930 Três Corações";-;-;1;-;17;-;12;125;-;1;-;3;-;-;2;-;-;-;-;1;-;13;1;-;-;-;-;-;176
"316935 Três Marias";-;-;-;-;9;-;3;2;-;-;-;1;-;-;-;-;-;-;-;1;-;4;1;-;-;-;-;-;21
"316940 Três Pontas";-;-;1;-;5;-;22;141;-;1;-;1;-;-;5;8;1;-;-;1;-;9;-;-;-;-;1;-;196
"316950 Tumiritinga";-;-;-;-;4;-;-;-;-;-;-;-;-;-;-;2;-;-;-;1;-;-;-;-;-;-;-;-;7
"316960 Tupaciguara";-;-;-;-;4;-;2;-;-;-;-;1;-;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;9
"316970 Turmalina";-;-;-;-;6;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;9
"316980 Turvolândia";-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;4
"316990 Ubá";-;-;1;-;25;1;28;45;-;1;-;4;-;-;1;6;-;-;-;2;-;9;1;-;-;-;-;-;124
"317000 Ubaí";-;-;-;-;4;-;-;1;-;-;-;-;-;-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;9
"317005 Ubaporanga";-;-;-;-;4;-;-;1;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;1;-;8
"317010 Uberaba";-;1;4;-;33;2;55;149;1;1;5;5;-;-;8;2;2;-;-;2;-;26;1;-;1;-;1;-;299
"317020 Uberlândia";-;1;4;-;55;1;212;724;3;1;1;13;8;-;4;5;-;-;1;2;-;70;3;8;-;-;1;-;1117
"317030 Umburatiba";-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;4
"317040 Unaí";1;-;1;-;10;-;9;15;-;-;-;4;-;-;1;5;-;-;-;2;-;1;-;-;-;-;1;-;50
"317043 União de Minas";-;-;-;-;2;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"317047 Uruana de Minas";-;-;-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;5
"317050 Urucânia";-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;2;-;-;-;-;-;1;-;-;-;-;-;-;5
"317052 Urucuia";-;-;-;-;2;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;4
"317057 Vargem Alegre";-;-;-;-;3;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;5
"317060 Vargem Bonita";-;-;-;-;2;-;-;1;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;5
"317065 Vargem Grande do Rio Pardo";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;2;-;-;-;1;-;1;1;-;-;-;-;-;6
"317070 Varginha";-;-;1;-;13;-;38;317;-;1;-;4;-;-;5;3;-;-;-;2;-;27;-;-;-;-;1;-;412
"317075 Varjão de Minas";-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;4;-;-;-;-;-;-;1;-;-;-;-;-;7
"317080 Várzea da Palma";-;-;2;-;2;-;2;4;-;-;-;2;-;-;-;8;-;-;-;1;-;3;1;-;-;-;1;-;26
"317090 Varzelândia";-;-;-;-;5;-;-;-;-;-;-;1;-;-;-;4;-;-;-;1;-;-;-;-;-;-;-;-;11
"317100 Vazante";-;-;-;-;9;-;1;-;-;-;-;1;-;-;-;5;-;-;-;-;-;2;1;-;-;-;-;-;19
"317103 Verdelândia";-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;2;-;-;-;1;-;-;-;-;-;-;-;-;5
"317107 Veredinha";-;-;-;-;1;-;-;2;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;4
"317110 Veríssimo";-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;4
"317115 Vermelho Novo";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;2
"317120 Vespasiano";-;-;2;-;12;-;9;62;-;-;-;1;-;-;3;-;-;-;1;-;-;6;1;-;-;-;-;-;97
"317130 Viçosa";-;-;1;-;15;-;12;178;-;1;1;2;1;-;2;-;-;-;-;1;-;14;1;-;-;-;-;-;229
"317140 Vieiras";-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;5
"317160 Virgem da Lapa";-;-;-;-;3;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;2;-;-;-;-;-;-;7
"317170 Virgínia";-;-;-;-;3;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;5
"317180 Virginópolis";-;-;-;-;1;-;-;6;-;-;-;1;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;10
"317190 Virgolândia";-;-;-;-;2;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;4
"317200 Visconde do Rio Branco";-;-;-;-;10;-;11;17;-;-;-;2;-;-;-;7;-;-;-;1;-;3;-;-;-;-;-;-;51
"317210 Volta Grande";-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;1;-;-;-;1;-;2;-;-;-;-;-;-;6
"317220 Wenceslau Braz";-;-;-;-;1;-;-;3;-;-;-;-;-;-;-;2;-;-;-;1;-;-;-;-;-;-;-;-;7
"320010 Afonso Cláudio";-;-;-;-;1;-;-;7;-;-;-;2;-;-;-;11;-;-;-;-;-;5;1;-;-;-;-;-;27
"320016 Água Doce do Norte";-;-;-;-;5;-;-;-;-;-;-;1;-;-;-;2;-;-;-;1;-;-;1;-;-;-;-;-;10
"320013 Águia Branca";-;-;-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"320020 Alegre";-;-;-;-;13;-;7;34;-;1;-;1;-;-;1;7;-;-;1;1;-;4;2;-;-;-;-;-;72
"320030 Alfredo Chaves";-;-;-;-;15;-;2;8;-;-;-;-;-;-;1;-;-;-;-;-;-;3;1;-;-;-;1;-;31
"320035 Alto Rio Novo";-;-;-;-;4;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;5
"320040 Anchieta";-;-;1;-;9;-;7;18;-;-;-;1;-;-;2;-;-;-;-;1;-;5;1;-;-;-;-;-;45
"320050 Apiacá";-;-;-;-;4;-;1;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;7
"320060 Aracruz";-;-;-;-;17;-;17;73;-;-;-;1;-;-;10;2;-;-;-;1;-;11;1;-;-;-;2;-;135
"320070 Atilio Vivacqua";-;-;-;-;5;-;1;2;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;9
"320080 Baixo Guandu";-;-;1;-;12;-;2;17;-;-;-;1;-;-;1;2;-;-;-;-;-;3;2;-;-;-;-;-;41
"320090 Barra de São Francisco";-;-;-;-;3;-;18;25;-;-;-;2;-;-;6;23;-;-;-;1;-;-;1;-;-;-;-;-;79
"320100 Boa Esperança";-;-;-;-;5;-;1;7;-;-;-;1;-;-;-;4;-;-;-;-;-;1;-;-;-;-;-;-;19
"320110 Bom Jesus do Norte";-;-;-;-;5;-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;7
"320115 Brejetuba";-;-;-;-;1;-;1;1;-;-;-;-;-;-;-;5;1;-;-;-;-;3;-;-;-;-;-;-;12
"320120 Cachoeiro de Itapemirim";-;-;1;-;27;1;32;212;-;1;3;4;1;-;3;9;-;-;-;1;-;29;1;-;-;-;1;-;326
"320130 Cariacica";-;-;2;-;34;-;45;36;-;2;1;3;-;-;5;1;-;-;-;-;-;10;2;1;-;-;-;-;142
"320140 Castelo";-;-;-;-;5;-;4;60;-;-;-;1;-;-;2;-;-;-;-;1;-;5;-;-;-;-;-;-;78
"320150 Colatina";-;2;1;-;20;-;17;246;-;-;-;9;-;1;1;13;1;-;-;1;-;18;1;-;-;-;1;-;332
"320160 Conceição da Barra";1;-;-;-;9;-;-;2;-;-;-;1;-;-;-;-;-;-;1;-;-;1;1;-;-;-;1;-;17
"320170 Conceição do Castelo";-;-;-;-;4;-;1;-;-;-;-;1;-;-;1;-;-;-;-;1;-;2;-;-;-;-;-;-;10
"320180 Divino de São Lourenço";-;-;-;-;3;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;4;-;-;-;-;1;-;10
"320190 Domingos Martins";-;-;-;-;9;-;4;7;-;-;-;1;-;-;-;9;-;-;-;-;-;3;1;-;-;-;1;-;35
"320200 Dores do Rio Preto";-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;-;5
"320210 Ecoporanga";-;-;-;-;10;-;1;9;-;-;-;2;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;24
"320220 Fundão";-;-;-;-;3;-;2;4;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;1;-;-;-;-;12
"320225 Governador Lindenberg";-;-;-;-;4;-;-;4;-;5;-;-;-;-;-;1;-;-;-;-;-;2;-;-;-;-;-;-;16
"320230 Guaçuí";-;-;1;-;10;-;6;40;-;-;-;1;-;-;5;1;-;-;1;1;-;2;-;-;-;-;-;-;68
"320240 Guarapari";-;-;1;-;18;1;31;44;-;-;-;2;-;-;9;12;-;-;1;-;-;3;1;-;-;-;-;-;123
"320245 Ibatiba";-;-;-;-;4;-;5;12;-;-;-;1;-;-;1;3;-;-;1;1;-;4;1;-;-;-;-;-;33
"320250 Ibiraçu";-;-;-;-;4;-;1;5;-;-;-;-;-;-;1;10;-;-;-;-;-;1;-;-;-;-;1;-;23
"320255 Ibitirama";-;-;-;-;4;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;3;1;-;-;-;-;-;10
"320260 Iconha";-;-;-;-;5;-;1;8;-;1;-;1;-;-;3;-;-;-;-;1;-;4;-;-;-;-;-;-;24
"320265 Irupi";-;-;-;-;1;-;-;5;-;-;-;-;-;-;-;4;1;-;-;-;-;2;-;-;-;-;-;-;13
"320270 Itaguaçu";-;-;-;-;10;-;-;11;-;-;-;1;-;-;1;-;-;-;-;-;-;2;-;-;-;-;2;-;27
"320280 Itapemirim";-;-;-;-;6;-;5;5;-;-;-;1;-;-;4;9;-;-;-;-;-;6;1;-;-;-;-;-;37
"320290 Itarana";-;-;-;-;2;-;2;3;-;-;-;1;-;-;-;4;-;-;-;1;-;1;-;-;-;-;-;-;14
"320300 Iúna";-;-;-;-;7;-;-;19;-;-;-;1;-;-;6;4;-;-;-;-;-;5;1;-;-;-;2;-;45
"320305 Jaguaré";-;-;-;-;6;-;-;9;-;-;-;-;-;-;1;-;-;-;-;-;-;2;-;1;-;-;-;-;19
"320310 Jerônimo Monteiro";-;-;-;-;4;-;-;6;-;-;-;1;-;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;13
"320313 João Neiva";-;-;1;-;10;-;1;20;-;-;-;1;-;-;1;-;-;-;-;-;-;3;1;-;-;-;-;-;38
"320316 Laranja da Terra";-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;5;-;-;-;1;-;1;1;1;-;-;-;-;11
"320320 Linhares";-;1;1;-;23;1;40;92;-;1;-;3;-;-;2;7;-;-;-;1;-;15;1;-;-;-;1;-;189
"320330 Mantenópolis";-;-;-;-;-;-;-;2;-;-;-;-;-;-;1;5;-;-;-;-;-;2;-;1;-;-;-;-;11
"320332 Marataízes";-;-;-;-;2;-;1;8;-;-;-;-;-;-;3;9;-;-;1;1;-;5;-;-;-;-;-;-;30
"320334 Marechal Floriano";-;-;-;-;5;-;-;4;-;-;-;-;-;-;2;1;-;-;-;1;-;2;-;-;-;-;-;-;15
"320335 Marilândia";-;-;-;-;3;-;1;6;-;-;-;-;-;-;1;1;-;-;-;1;-;1;1;-;-;-;-;-;15
"320340 Mimoso do Sul";-;-;-;-;10;-;3;11;-;-;-;1;-;-;-;3;-;-;-;1;-;4;-;-;-;-;-;-;33
"320350 Montanha";-;-;-;-;7;-;3;9;-;-;-;2;-;-;2;1;-;-;-;-;-;2;1;-;-;-;1;-;28
"320360 Mucurici";-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;1;1;-;-;-;-;7
"320370 Muniz Freire";-;-;-;-;6;-;2;4;-;-;-;1;-;-;-;2;-;-;-;-;-;3;-;-;-;-;1;-;19
"320380 Muqui";-;-;-;-;8;-;1;5;-;-;-;1;-;-;-;2;-;-;-;-;-;1;-;-;-;-;-;-;18
"320390 Nova Venécia";-;-;1;-;8;-;8;33;-;2;-;2;-;-;1;12;-;-;-;1;-;3;-;-;-;-;-;-;71
"320400 Pancas";-;-;-;-;8;-;-;2;-;-;-;1;-;-;2;-;-;-;-;1;-;3;1;-;-;-;-;-;18
"320405 Pedro Canário";-;-;1;-;7;-;1;7;-;1;-;1;-;-;1;2;-;-;-;1;-;2;1;-;-;-;1;-;26
"320410 Pinheiros";-;-;-;-;7;-;1;7;-;-;-;2;-;-;3;5;-;-;-;1;-;2;1;-;-;-;1;-;30
"320420 Piúma";-;-;-;-;4;-;3;7;-;-;-;1;-;-;-;7;-;-;-;-;-;3;-;-;-;-;-;-;25
"320425 Ponto Belo";-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;2;1;-;-;-;-;-;-;-;-;-;-;-;6
"320430 Presidente Kennedy";-;-;-;-;7;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1;-;9
"320435 Rio Bananal";-;-;-;-;2;-;-;8;-;-;-;1;-;-;-;2;-;-;-;-;-;6;-;-;-;-;-;-;19
"320440 Rio Novo do Sul";-;-;-;-;5;-;1;5;-;-;-;-;-;-;-;2;-;-;-;-;-;2;-;-;-;-;-;-;15
"320450 Santa Leopoldina";-;-;-;-;3;-;-;-;-;-;-;1;-;-;-;2;-;-;-;1;-;-;-;-;-;-;-;-;7
