CNES - Estabelecimentos por Tipo - Brasil
Quantidade por Município e Tipo de Estabelecimento
Período:Dez/2019
"Município";"ACADEMIA DA SAÚDE";"CENTRAL DE REGUALAÇÃO";"CENTRAL DE REGULAÇÃO MÉDICA DAS URGÊNCIAS";"CENTRO DE APOIO A SAÚDE DA FAMÍLIA-CASF";"CENTRO DE ATENÇÃO HEMOTERÁPICA E/OU HEMATOLÓGICA";"CENTRO DE ATENÇÃO PSICOSSOCIAL-CAPS";"CENTRO DE PARTO NORMAL";"CENTRO DE SAUDE/UNIDADE BASICA DE SAUDE";"CENTRAL DE REGULACAO DE SERVICOS DE SAUDE";"CENTRAL DE NOTIF. CAPTAÇÃO E DISTR. ÓRGÃOS ESTADUA";"CLINICA ESPECIALIZADA/AMBULATORIO ESPECIALIZADO";"CONSULTORIO";"COOPERATIVA";"FARMACIA";"HOSPITAL ESPECIALIZADO";"HOSPITAL GERAL";"HOSPITAL DIA";"LABORATORIO CENTRAL DE SAUDE PUBLICA - LACEN";"LABORATORIO DE SAUDE PUBLICA";"POLICLINICA";"OFICINA ORTOPEDICA";"POSTO DE SAUDE";"PRONTO ANTEDIMENTO";"PRONTO SOCORRO ESPECIALIZADO";"PRONTO SOCORRO GERAL";"SECRETARIA DE SAUDE";"SERVICO DE ATENCAO DOMICILIAR ISOLADO(HOME CARE)";"UNIDADE DE ATENÇÃO À SAÚDE INDÍGENA";"UNIDADE DE ATENCAO EM REGIME RESIDENCIAL";"UNIDADE DE SERVICO DE APOIO DE DIAGNOSE E TERAPIA";"UNIDADE DE VIGILANCIA EM SAUDE";"UNIDADE MISTA";"UNIDADE MOVEL DE NIVEL PRE-HOSP-URGENCIA/EMERGENCI";"UNIDADE MOVEL FLUVIAL";"UNIDADE MOVEL TERRESTRE";"TELESAÚDE";"POLO PREV.DE DOENCAS E AGRAVOS E PROMOCAO DA SAUDE";"Total"
"261050 Passira";2;1;-;2;-;1;-;16;-;-;-;1;-;1;-;-;-;-;-;-;-;2;-;-;-;1;-;-;-;4;2;1;1;-;-;-;-;35
"261060 Paudalho";2;1;-;3;-;1;1;21;-;-;5;2;-;-;-;1;-;-;1;-;-;-;1;-;-;1;-;-;-;1;-;-;1;-;-;-;-;42
"261070 Paulista";5;-;-;3;-;2;-;58;-;-;43;24;-;1;-;8;-;-;-;5;-;-;1;-;-;1;-;-;-;24;1;-;5;-;1;-;-;182
"261080 Pedra";2;-;-;1;-;1;-;10;-;-;1;-;-;-;-;1;-;-;-;-;-;4;-;-;-;1;-;-;-;1;1;-;-;-;-;-;-;23
"261090 Pesqueira";6;-;-;2;-;1;-;17;-;-;11;5;-;-;-;2;-;-;1;3;-;4;-;-;-;1;-;5;-;1;-;-;1;-;-;-;-;60
"261100 Petrolândia";1;-;-;-;-;1;-;10;-;-;6;4;-;-;-;2;-;-;-;1;-;1;-;-;-;1;-;1;-;3;1;-;-;-;-;-;-;32
"261110 Petrolina";4;3;1;9;1;3;-;55;-;1;210;127;2;-;1;9;2;-;1;15;-;-;-;-;-;2;1;-;-;39;2;-;7;-;4;-;1;500
"261120 Poção";-;-;-;1;-;1;-;6;-;-;-;-;-;1;-;-;-;-;-;-;-;3;-;-;-;1;-;-;-;-;1;1;1;-;-;-;-;16
"261130 Pombos";1;-;-;1;-;1;-;10;-;-;1;1;-;-;-;-;-;-;-;1;-;1;-;-;-;1;-;-;-;-;1;1;1;-;-;-;-;21
"261140 Primavera";-;-;-;-;-;-;-;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;1;1;-;-;-;-;9
"261150 Quipapá";1;-;-;1;-;1;-;9;-;-;1;-;-;-;-;1;-;-;-;1;-;1;-;-;-;1;-;-;-;1;1;-;1;-;-;-;-;20
"261153 Quixaba";2;-;-;1;-;-;-;3;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;9
"261160 Recife";40;2;1;-;-;17;-;161;-;3;1027;953;17;1;31;40;1;-;3;28;-;-;5;6;1;10;8;1;-;193;1;-;36;-;4;4;1;2595
"261170 Riacho das Almas";2;-;-;1;-;-;-;7;-;-;2;3;-;-;-;-;-;-;-;-;-;4;-;-;-;1;-;-;-;1;-;1;1;-;1;-;-;24
"261180 Ribeirão";-;-;-;1;-;1;-;11;-;-;4;-;-;-;-;-;-;-;-;-;-;1;-;-;1;1;-;-;-;1;-;-;1;-;-;-;-;22
"261190 Rio Formoso";-;-;-;-;-;1;-;9;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;-;1;-;1;-;-;15
"261200 Sairé";-;-;-;1;-;-;-;6;-;-;-;1;-;-;-;-;-;-;-;-;-;4;-;-;-;1;-;-;-;1;-;1;1;-;-;-;-;16
"261210 Salgadinho";1;-;-;1;-;-;-;4;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;1;-;-;-;-;-;10
"261220 Salgueiro";2;1;-;1;1;1;-;20;-;-;22;19;-;-;-;2;-;-;1;2;1;-;-;-;-;2;-;1;-;7;-;-;-;-;-;1;-;84
"261230 Saloá";1;-;-;1;-;1;-;8;-;-;2;-;-;1;-;1;-;-;-;-;-;2;-;-;-;1;-;-;-;-;-;-;1;-;-;-;-;19
"261240 Sanharó";1;1;-;1;-;-;-;9;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;1;-;-;-;-;17
"261245 Santa Cruz";2;-;-;1;-;-;-;6;-;-;1;-;-;-;-;1;-;-;1;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;14
"261247 Santa Cruz da Baixa Verde";2;-;-;1;-;-;-;6;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;1;-;-;-;-;-;12
"261250 Santa Cruz do Capibaribe";3;1;-;2;-;1;-;19;-;1;9;27;-;-;-;1;-;-;-;2;-;3;1;-;1;-;-;-;-;8;-;-;3;-;1;-;-;83
"261255 Santa Filomena";-;-;-;-;-;-;-;5;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;8
"261260 Santa Maria da Boa Vista";1;-;-;1;-;1;-;11;-;-;-;6;-;-;-;1;-;-;-;-;-;6;-;-;-;1;-;-;-;1;1;-;-;-;1;-;-;31
"261270 Santa Maria do Cambucá";2;-;-;1;-;-;-;6;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;10
"261280 Santa Terezinha";4;-;-;1;-;-;-;6;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;1;-;-;-;-;-;15
"261290 São Benedito do Sul";-;-;-;1;-;-;-;3;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;1;-;-;-;-;8
"261300 São Bento do Una";1;1;-;1;-;-;-;12;-;-;1;5;-;-;-;1;-;-;-;1;-;-;1;-;-;1;-;-;-;3;-;-;1;-;1;-;-;30
"261310 São Caitano";2;1;-;1;-;-;-;12;-;-;1;1;-;-;-;1;-;-;-;-;-;2;-;-;-;1;-;-;-;-;-;-;1;-;-;-;-;23
"261320 São João";-;1;-;1;-;1;-;12;-;-;2;2;-;-;-;1;-;-;-;1;-;4;-;-;-;1;-;-;-;-;-;-;1;-;-;-;-;27
"261330 São Joaquim do Monte";2;1;-;2;-;1;-;11;-;-;2;3;-;-;-;1;-;-;-;-;-;3;-;-;-;1;-;-;-;-;-;-;1;-;-;-;1;29
"261340 São José da Coroa Grande";-;-;-;1;-;1;-;7;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;1;1;1;1;-;-;-;-;15
"261350 São José do Belmonte";1;-;-;1;-;1;-;10;-;-;1;2;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;18
"261360 São José do Egito";3;-;-;1;-;2;-;15;-;-;5;1;-;-;-;2;-;-;-;6;-;5;-;-;-;1;-;-;-;3;1;-;-;-;-;-;-;45
"261370 São Lourenço da Mata";1;-;-;1;-;1;-;27;-;-;5;4;-;-;-;2;-;-;-;1;-;1;1;-;-;1;-;-;-;3;-;-;1;-;-;-;-;49
"261380 São Vicente Ferrer";-;1;-;1;-;-;-;8;-;-;1;-;-;1;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;1;1;1;-;-;-;-;17
"261390 Serra Talhada";3;1;-;-;-;3;-;23;-;-;45;48;1;2;2;4;-;-;1;-;-;6;-;-;1;2;-;-;-;17;1;-;-;-;1;-;-;161
"261400 Serrita";1;-;-;1;-;1;-;8;-;-;2;1;-;-;-;1;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;17
"261410 Sertânia";5;-;-;1;-;1;-;11;-;-;1;2;-;1;-;2;-;-;-;-;-;7;-;-;-;1;-;-;-;4;1;-;-;-;-;-;-;37
"261420 Sirinhaém";-;-;-;1;-;-;-;11;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;-;15
"261440 Solidão";2;-;-;1;-;-;-;3;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;1;-;-;-;-;-;10
"261450 Surubim";2;1;-;3;-;1;-;20;-;-;7;2;-;1;-;1;-;-;-;3;-;-;1;-;-;1;-;-;-;6;1;-;2;-;-;-;-;52
"261460 Tabira";1;-;-;1;-;1;-;11;-;-;4;-;-;-;-;2;-;-;-;-;-;2;-;-;-;1;-;-;-;4;-;-;-;-;-;-;-;27
"261470 Tacaimbó";1;-;-;1;-;-;-;9;-;-;1;-;-;1;-;-;-;-;-;-;-;2;-;-;-;1;-;-;-;1;-;-;1;-;-;-;-;18
"261480 Tacaratu";1;-;-;-;-;1;-;7;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;3;-;1;-;1;-;-;-;-;-;15
"261485 Tamandaré";-;-;-;1;-;1;-;9;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;1;-;1;-;-;16
"261500 Taquaritinga do Norte";2;-;-;1;-;1;-;7;-;-;2;1;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;1;1;-;1;-;-;-;-;19
"261510 Terezinha";2;-;-;-;-;-;-;5;-;-;-;-;-;1;-;1;-;-;-;-;-;1;-;-;-;1;-;-;-;-;1;-;1;-;-;-;-;13
"261520 Terra Nova";-;-;-;-;-;-;-;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;2;-;1;-;-;-;-;-;9
"261530 Timbaúba";2;1;-;3;-;1;-;20;-;-;7;8;-;-;-;1;-;-;1;1;-;-;1;-;-;1;-;-;-;11;1;-;1;-;-;-;-;60
"261540 Toritama";-;1;-;1;-;1;-;9;-;-;1;-;-;-;-;1;-;-;-;1;-;-;-;-;-;1;-;-;-;3;1;-;1;-;-;-;-;21
"261550 Tracunhaém";-;-;-;1;-;-;-;6;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;10
"261560 Trindade";-;1;-;-;-;1;-;13;-;-;3;2;-;-;-;2;-;-;-;-;-;1;1;-;-;1;-;-;-;4;1;-;-;-;-;-;-;30
"261570 Triunfo";1;-;-;-;-;-;-;6;-;-;5;2;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;2;-;1;-;-;-;-;-;19
"261580 Tupanatinga";1;-;-;1;-;1;-;6;-;-;2;-;-;-;-;1;-;-;-;-;-;3;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;16
"261590 Tuparetama";1;-;-;1;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;1;-;-;-;-;-;8
"261600 Venturosa";-;-;-;-;-;-;-;8;-;-;4;1;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;1;-;1;-;-;-;-;-;17
"261610 Verdejante";1;-;-;1;-;-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;9
"261618 Vertente do Lério";1;-;-;1;-;-;-;4;-;-;1;-;-;1;-;-;-;-;-;1;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;11
"261620 Vertentes";1;-;-;-;-;-;-;4;-;-;3;3;-;-;-;1;-;-;-;-;-;2;-;-;-;1;-;-;-;-;-;1;1;-;1;-;-;18
"261630 Vicência";2;1;-;1;-;-;-;11;-;-;2;-;-;1;-;1;-;-;-;-;-;3;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;24
"261640 Vitória de Santo Antão";2;1;-;5;-;1;-;40;-;-;14;76;-;1;-;5;-;-;-;2;-;-;-;-;-;1;-;-;-;14;3;-;4;-;2;1;-;172
"261650 Xexéu";1;-;-;1;-;-;-;1;-;-;1;-;-;-;-;-;-;-;1;-;-;7;-;-;-;1;-;-;-;1;-;1;1;-;-;-;-;16
"270010 Água Branca";-;-;-;-;-;1;-;7;-;-;-;-;-;-;-;-;-;-;-;-;-;6;-;-;-;1;-;1;-;4;-;1;-;-;-;-;-;21
"270020 Anadia";-;-;-;-;-;1;-;7;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;1;-;1;-;-;-;-;-;12
"270030 Arapiraca";2;1;1;-;1;2;-;40;-;-;46;158;1;1;3;4;1;-;-;2;1;-;-;-;-;1;-;-;-;33;1;-;9;-;1;1;-;310
"270040 Atalaia";-;-;-;1;-;1;-;15;-;-;3;1;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;1;-;-;-;-;25
"270050 Barra de Santo Antônio";1;-;-;1;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;5;-;-;-;1;-;-;-;-;-;-;1;-;-;-;-;11
"270060 Barra de São Miguel";-;-;-;-;-;-;-;2;-;-;1;1;-;-;-;-;-;-;-;1;-;1;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;8
"270070 Batalha";1;-;-;-;-;1;-;7;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;3;-;1;1;-;-;-;-;17
"270080 Belém";-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;4
"270090 Belo Monte";1;-;-;-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;1;-;-;3;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;9
"270100 Boca da Mata";3;-;-;-;-;1;-;12;-;-;1;-;-;-;-;1;-;-;-;1;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;21
"270110 Branquinha";1;-;-;-;-;-;-;5;-;-;-;-;-;3;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;11
"270120 Cacimbinhas";-;-;-;-;-;-;-;4;-;-;-;1;-;-;-;-;-;-;-;-;-;4;-;-;-;1;-;-;-;-;-;1;1;-;-;-;-;12
"270130 Cajueiro";-;-;-;-;-;1;-;8;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;2;-;1;-;-;-;-;-;15
"270135 Campestre";-;-;-;-;-;-;-;3;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;5
"270140 Campo Alegre";3;-;-;-;-;1;-;16;-;-;4;-;-;-;-;1;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;1;-;-;-;-;28
"270150 Campo Grande";-;-;-;-;-;-;-;7;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;9
"270160 Canapi";1;1;-;-;-;1;-;7;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;11
"270170 Capela";1;-;-;1;-;1;-;8;-;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;15
"270180 Carneiros";-;-;-;-;-;-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;5
"270190 Chã Preta";-;-;-;-;-;-;-;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;7
"270200 Coité do Nóia";-;-;-;-;-;-;-;6;-;-;1;-;-;-;-;-;-;-;-;-;-;5;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;14
"270210 Colônia Leopoldina";1;-;-;-;-;1;-;8;-;-;3;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;1;-;-;-;-;17
"270220 Coqueiro Seco";-;-;-;-;-;-;-;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;6
"270230 Coruripe";2;-;-;1;-;1;-;18;-;-;-;3;-;-;1;1;-;-;-;3;-;-;1;-;-;1;-;-;-;3;-;-;1;-;-;-;-;36
"270235 Craíbas";1;-;-;-;-;1;-;10;-;-;1;-;-;-;-;-;-;-;-;-;-;2;-;-;-;1;-;-;-;1;-;1;-;-;-;-;-;18
"270240 Delmiro Gouveia";1;-;-;-;-;1;-;15;-;-;7;7;-;1;-;1;-;-;-;6;-;14;1;-;-;1;-;-;-;3;-;-;1;-;-;-;-;59
"270250 Dois Riachos";1;-;-;-;-;-;-;4;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;8
"270255 Estrela de Alagoas";-;-;-;-;-;1;-;7;-;-;-;-;-;-;-;-;-;-;-;-;-;5;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;14
"270260 Feira Grande";1;-;-;-;-;1;-;8;-;-;-;-;-;-;-;-;-;-;-;1;-;2;-;-;-;1;-;1;-;1;-;-;-;-;-;-;-;16
"270270 Feliz Deserto";-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;3
"270280 Flexeiras";-;-;-;-;-;-;-;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;1;-;-;-;-;-;8
"270290 Girau do Ponciano";1;-;-;2;-;1;-;13;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;1;1;-;-;-;-;22
"270300 Ibateguara";-;-;-;1;-;1;-;6;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;10
"270310 Igaci";2;-;-;2;-;1;-;9;-;-;-;-;-;-;-;-;-;-;-;1;-;2;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;19
