CNES - Estabelecimentos por Tipo - Brasil
Quantidade por Município e Tipo de Estabelecimento
Período:Dez/2011
"Município";"ACADEMIA DA SAÚDE";"CENTRO DE APOIO A SAÚDE DA FAMÍLIA-CASF";"CENTRO DE ATENÇÃO HEMOTERÁPICA E/OU HEMATOLÓGICA";"CENTRO DE ATENÇÃO PSICOSSOCIAL-CAPS";"CENTRO DE PARTO NORMAL";"CENTRO DE SAUDE/UNIDADE BASICA DE SAUDE";"CENTRAL DE REGULACAO DE SERVICOS DE SAUDE";"CLINICA ESPECIALIZADA/AMBULATORIO ESPECIALIZADO";"CONSULTORIO";"COOPERATIVA";"FARMACIA";"HOSPITAL ESPECIALIZADO";"HOSPITAL GERAL";"HOSPITAL DIA";"LABORATORIO CENTRAL DE SAUDE PUBLICA - LACEN";"POLICLINICA";"POSTO DE SAUDE";"PRONTO ANTEDIMENTO";"PRONTO SOCORRO ESPECIALIZADO";"PRONTO SOCORRO GERAL";"SECRETARIA DE SAUDE";"UNIDADE DE ATENÇÃO À SAÚDE INDÍGENA";"UNIDADE DE SERVICO DE APOIO DE DIAGNOSE E TERAPIA";"UNIDADE DE VIGILANCIA EM SAUDE";"UNIDADE MISTA";"UNIDADE MOVEL DE NIVEL PRE-HOSP-URGENCIA/EMERGENCI";"UNIDADE MOVEL FLUVIAL";"UNIDADE MOVEL TERRESTRE";"PRONTO SOCORRO TRAUMATO-ORTOPEDICO (ANTIGO)";"Total"
"230130 Araripe";-;-;-;1;-;7;-;2;4;-;-;-;1;-;-;-;1;-;-;-;1;-;2;-;-;-;-;-;-;19
"230140 Aratuba";-;-;-;-;-;6;-;-;1;-;-;-;1;-;-;-;2;-;-;-;-;-;-;1;-;-;-;-;-;11
"230150 Arneiroz";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;4;-;-;-;1;-;-;-;-;-;-;-;-;6
"230160 Assaré";-;-;-;-;-;8;-;1;3;-;-;-;1;-;-;-;1;-;-;-;1;-;1;-;-;-;-;-;-;16
"230170 Aurora";-;-;-;1;-;8;-;4;-;-;-;-;1;-;-;1;-;-;-;-;1;-;-;1;-;-;-;-;-;17
"230180 Baixio";-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;4
"230185 Banabuiú";-;-;-;-;-;7;1;1;1;-;-;-;1;-;-;-;2;-;-;-;1;-;1;-;-;-;-;-;-;15
"230190 Barbalha";-;2;-;3;-;21;2;19;9;-;-;1;2;-;-;2;1;-;-;-;1;-;5;2;-;-;-;-;-;70
"230195 Barreira";-;-;-;-;-;6;-;1;-;-;-;-;1;-;-;-;-;-;-;-;1;-;2;-;-;-;-;-;-;11
"230200 Barro";-;-;-;-;-;8;-;2;1;-;-;-;1;-;-;-;4;-;-;-;1;-;1;-;-;-;-;-;-;18
"230205 Barroquinha";-;-;-;-;-;5;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;8
"230210 Baturité";-;1;-;-;-;6;1;6;5;-;-;-;1;-;-;-;10;1;-;-;2;-;2;1;-;-;-;-;-;36
"230220 Beberibe";-;-;-;-;-;14;-;1;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;17
"230230 Bela Cruz";-;-;-;1;-;8;-;2;3;-;-;-;1;-;-;-;5;-;-;-;1;-;-;-;-;-;-;-;-;21
"230240 Boa Viagem";-;-;-;-;-;4;-;1;8;-;-;-;1;-;-;1;9;-;-;-;-;-;2;1;-;-;-;-;-;27
"230250 Brejo Santo";-;1;-;1;-;14;1;12;20;-;2;1;2;-;-;2;-;-;-;-;2;-;3;1;-;-;-;-;-;62
"230260 Camocim";-;1;-;2;-;17;1;7;4;-;1;-;1;-;-;1;4;-;-;-;2;-;3;1;-;-;-;-;-;45
"230270 Campos Sales";-;-;-;-;-;5;-;4;2;-;-;-;1;-;-;-;10;-;-;-;1;-;-;-;-;-;-;-;-;23
"230280 Canindé";-;2;-;1;-;1;1;2;13;-;1;-;1;-;-;-;17;-;-;-;1;-;2;-;-;1;-;-;-;43
"230290 Capistrano";-;-;-;1;-;-;-;1;-;-;-;-;1;-;-;-;10;-;-;-;1;-;-;-;-;-;-;-;-;14
"230300 Caridade";-;-;-;-;-;6;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;8
"230310 Cariré";-;-;-;-;-;9;1;1;-;-;1;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;14
"230320 Caririaçu";-;1;-;1;-;1;1;1;-;-;1;-;1;-;-;-;11;-;-;-;1;-;-;1;-;-;-;-;-;20
"230330 Cariús";-;-;-;-;-;6;1;2;-;-;1;-;1;-;-;-;3;-;-;-;1;-;1;3;-;-;-;-;-;19
"230340 Carnaubal";1;-;-;1;-;2;-;4;8;-;1;-;-;-;-;-;12;-;-;-;1;-;2;-;1;-;-;1;-;34
"230350 Cascavel";-;-;-;1;-;9;-;2;4;-;-;-;1;-;-;1;3;-;-;-;1;-;1;-;-;-;-;-;-;23
"230360 Catarina";-;-;-;-;-;3;-;2;-;-;-;-;-;-;-;-;6;-;-;-;1;-;-;1;1;-;-;-;-;14
"230365 Catunda";-;-;-;-;-;3;-;1;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;6
"230370 Caucaia";-;6;-;2;-;46;-;7;5;-;-;-;2;-;-;3;-;-;-;-;2;-;2;1;-;1;-;-;-;77
"230380 Cedro";-;1;-;1;-;11;-;1;5;-;-;-;2;-;-;-;5;-;-;-;1;-;1;-;-;-;-;-;-;28
"230390 Chaval";-;-;-;-;-;5;-;2;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;10
"230393 Choró";-;-;-;-;-;4;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;1;-;-;-;-;-;7
"230395 Chorozinho";-;-;-;-;-;7;-;2;1;-;-;-;-;-;-;-;5;-;-;-;1;-;-;-;1;-;-;-;-;17
"230400 Coreaú";-;-;-;1;-;7;-;2;-;-;-;-;1;-;-;-;2;-;-;-;1;-;-;-;-;-;-;-;-;14
"230410 Crateús";-;-;-;1;-;18;-;10;19;-;-;1;1;-;-;2;-;-;1;-;2;-;4;1;-;-;-;1;-;61
"230420 Crato";-;-;1;1;-;19;-;29;75;-;1;1;5;-;1;4;22;-;-;-;2;-;8;-;-;-;-;1;-;170
"230423 Croatá";-;-;-;-;-;5;1;2;-;-;-;-;1;-;-;-;4;-;-;-;2;-;-;-;-;-;-;-;-;15
"230425 Cruz";-;1;-;1;-;-;1;3;-;-;-;-;1;-;-;-;7;-;-;-;1;-;1;-;-;-;-;-;-;16
"230426 Deputado Irapuan Pinheiro";-;-;-;-;-;4;1;1;-;-;-;-;1;-;-;-;2;-;-;-;1;-;-;1;-;-;-;1;-;12
"230427 Ererê";-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;3;-;-;-;1;-;-;-;1;-;-;-;-;6
"230428 Eusébio";-;-;-;1;-;15;-;3;6;-;-;1;1;1;-;-;-;-;-;-;1;-;1;1;-;1;-;-;-;32
"230430 Farias Brito";-;1;-;1;-;9;-;4;-;-;1;-;-;-;-;-;7;-;-;-;1;-;-;-;1;-;-;-;-;25
"230435 Forquilha";-;-;-;1;1;3;-;1;-;-;-;-;-;-;-;-;4;-;-;-;-;-;1;1;-;-;-;-;-;12
"230440 Fortaleza";-;-;2;14;-;102;1;765;3039;19;2;52;36;9;1;9;-;-;7;-;3;-;84;7;-;4;-;-;-;4156
"230445 Fortim";-;-;-;-;-;5;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;7
"230450 Frecheirinha";-;-;-;-;-;6;-;2;-;-;-;-;1;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;11
"230460 General Sampaio";1;-;-;-;-;3;-;1;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;1;-;-;-;-;-;8
"230465 Graça";-;-;-;-;-;6;-;-;-;-;-;-;-;-;-;-;2;-;-;-;1;-;-;-;-;-;-;-;-;9
"230470 Granja";-;-;-;-;-;11;-;2;1;-;-;-;1;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;17
"230480 Granjeiro";-;-;-;-;-;3;-;1;-;-;-;-;1;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;7
"230490 Groaíras";-;-;-;-;-;3;-;1;-;-;-;-;1;-;-;-;2;-;-;-;1;-;-;1;-;-;-;-;-;9
"230495 Guaiúba";-;-;-;1;-;10;-;1;-;-;-;-;1;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;15
"230500 Guaraciaba do Norte";-;1;-;1;-;1;1;2;3;-;-;-;1;-;-;2;14;-;-;-;1;-;1;1;-;-;-;-;-;29
"230510 Guaramiranga";-;-;-;-;-;2;-;-;-;-;-;-;1;-;-;-;2;-;-;-;1;-;-;-;-;-;-;-;-;6
"230520 Hidrolândia";-;-;-;-;-;5;-;-;-;-;-;-;1;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;8
"230523 Horizonte";-;-;-;1;-;10;1;4;5;-;1;-;-;-;-;1;2;-;-;-;1;-;-;-;1;-;-;-;-;27
"230526 Ibaretama";-;-;-;-;-;5;1;2;-;-;1;-;1;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;12
"230530 Ibiapina";-;-;-;1;-;4;-;3;3;-;-;-;1;-;-;-;9;-;-;-;1;-;-;-;-;-;-;-;-;22
"230533 Ibicuitinga";-;-;-;-;-;6;-;1;1;-;-;-;-;-;-;-;2;-;-;-;-;-;-;1;-;-;-;-;-;11
"230535 Icapuí";-;-;-;1;-;5;-;-;-;-;-;-;-;-;-;-;3;-;-;-;1;-;-;-;1;-;-;-;-;11
"230540 Icó";-;1;-;3;-;19;-;7;8;-;-;-;2;-;-;-;-;-;-;-;1;-;2;1;-;-;-;-;-;44
"230550 Iguatu";-;-;-;3;-;25;-;15;37;-;1;-;4;-;-;1;-;-;-;-;2;-;11;-;-;-;-;-;-;99
"230560 Independência";-;-;-;-;-;7;-;2;-;-;-;-;-;-;-;1;5;-;-;-;1;-;1;-;1;-;-;-;-;18
"230565 Ipaporanga";-;-;-;-;-;4;-;1;-;-;-;-;1;-;-;-;2;-;-;-;1;-;-;1;-;-;-;-;-;10
"230570 Ipaumirim";-;-;-;-;-;3;-;-;-;-;-;-;1;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;6
"230580 Ipu";-;1;-;1;-;8;1;3;3;-;-;-;4;-;-;-;4;-;-;-;1;-;4;-;-;-;-;1;-;31
"230590 Ipueiras";-;-;-;1;-;6;-;1;2;-;-;-;2;-;-;-;4;-;-;-;1;-;-;1;-;-;-;-;-;18
"230600 Iracema";-;-;-;-;-;5;-;1;2;-;-;-;1;-;-;-;1;-;-;-;1;-;-;1;-;-;-;-;-;12
"230610 Irauçuba";-;-;-;1;-;8;1;3;-;-;1;-;-;-;-;-;-;-;-;-;1;-;2;-;1;-;-;-;-;18
"230620 Itaiçaba";-;-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;5
"230625 Itaitinga";-;1;-;-;-;15;-;3;1;-;-;2;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;24
"230630 Itapagé";-;1;-;1;-;13;1;3;5;-;1;-;1;1;-;-;3;-;-;-;1;-;3;-;-;-;-;-;-;34
"230640 Itapipoca";-;3;-;1;-;30;1;7;21;-;-;-;2;1;-;5;2;-;-;-;2;-;6;1;-;-;-;-;-;82
"230650 Itapiúna";-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;5;-;-;-;1;-;-;-;-;-;-;-;-;8
"230655 Itarema";-;-;-;-;-;12;-;1;-;-;-;-;1;-;-;1;-;-;-;-;1;-;1;-;-;-;-;-;-;17
"230660 Itatira";-;-;-;-;-;8;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;10
"230670 Jaguaretama";-;-;-;-;-;4;-;-;-;-;-;-;1;-;-;-;3;-;-;-;1;-;-;-;-;-;-;-;-;9
"230680 Jaguaribara";-;-;-;-;-;3;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;6
"230690 Jaguaribe";-;1;-;-;-;8;-;5;7;-;-;-;1;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;24
"230700 Jaguaruana";-;1;-;1;-;13;1;2;2;-;-;-;1;-;-;-;-;-;-;-;1;-;2;-;-;-;-;-;-;24
"230710 Jardim";-;1;-;1;-;1;-;3;-;-;1;-;1;-;-;-;15;-;-;-;1;-;-;-;-;-;-;-;-;24
"230720 Jati";-;-;-;-;-;3;-;1;-;-;-;-;1;-;-;-;5;-;-;-;1;-;-;-;-;-;-;-;-;11
"230725 Jijoca de Jericoacoara";-;-;-;-;-;2;-;2;-;-;-;-;-;-;-;-;5;-;-;1;1;-;-;-;-;-;-;-;-;11
"230730 Juazeiro do Norte";-;-;-;2;-;64;1;43;124;-;1;1;7;-;-;3;-;2;1;-;2;-;56;2;-;1;-;-;-;310
"230740 Jucás";-;-;-;1;-;4;-;-;-;-;-;-;2;-;-;-;4;-;-;-;1;-;-;-;-;-;-;-;-;12
"230750 Lavras da Mangabeira";-;-;-;1;-;11;-;4;3;-;-;-;1;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;22
"230760 Limoeiro do Norte";-;-;-;2;-;4;-;8;35;-;-;-;3;-;-;1;11;-;-;-;2;-;2;1;1;-;-;1;-;71
"230763 Madalena";-;-;-;-;-;6;-;-;-;-;-;-;1;-;-;-;4;-;-;-;1;-;-;-;-;-;-;-;-;12
"230765 Maracanaú";-;-;-;2;-;29;1;16;22;-;3;2;3;-;-;1;1;-;-;-;2;-;-;2;-;2;-;-;-;86
"230770 Maranguape";-;-;-;3;-;30;-;6;5;-;-;-;2;-;1;1;6;1;-;-;1;-;-;-;-;-;-;-;1;57
"230780 Marco";-;1;-;1;-;7;-;2;3;-;1;-;1;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;18
"230790 Martinópole";-;-;-;-;-;4;-;-;-;-;-;-;2;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;7
"230800 Massapê";-;-;-;-;-;12;-;1;1;-;1;-;1;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;18
"230810 Mauriti";-;1;-;1;-;12;-;3;6;-;-;-;1;-;-;-;3;-;-;-;-;-;2;1;-;-;-;-;-;30
"230820 Meruoca";-;-;-;-;-;4;-;1;-;-;-;-;-;-;-;-;5;-;-;-;1;-;-;-;1;-;-;-;-;12
"230830 Milagres";-;-;-;1;-;7;-;1;6;-;-;-;3;-;-;2;6;-;-;-;1;-;1;-;-;-;-;-;-;28
"230835 Milhã";-;-;-;-;-;5;1;2;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;11
"230837 Miraíma";-;-;-;-;-;3;-;1;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;1;2;-;-;-;-;9
"230840 Missão Velha";-;1;-;-;-;16;-;2;-;-;-;-;1;-;-;-;2;-;-;-;-;-;3;1;-;-;-;-;-;26
"230850 Mombaça";-;-;-;-;-;10;-;1;4;-;-;-;1;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;18
"230860 Monsenhor Tabosa";-;-;-;1;-;5;-;1;1;-;-;-;1;-;-;-;-;-;-;-;1;-;2;1;-;-;-;-;-;13
"230870 Morada Nova";-;2;-;1;-;18;1;3;13;-;-;-;1;-;-;1;-;-;-;-;1;-;2;1;1;-;-;-;-;45
"230880 Moraújo";-;-;-;-;-;5;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;1;-;-;-;-;8
"230890 Morrinhos";-;-;-;1;-;8;-;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;-;2;1;-;-;-;-;14
"230900 Mucambo";-;-;-;-;-;6;-;2;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;1;-;-;-;-;11
"230910 Mulungu";-;-;-;-;-;4;-;1;-;-;-;-;1;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;8
"230920 Nova Olinda";-;-;-;-;-;5;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;8
"230930 Nova Russas";-;-;-;1;-;1;-;7;4;-;-;-;1;-;-;2;8;-;-;-;1;-;-;-;-;-;-;-;-;25
"230940 Novo Oriente";-;1;-;1;-;7;-;1;-;-;-;-;1;-;-;-;2;-;-;-;-;-;1;1;-;-;-;-;-;15
"230945 Ocara";-;1;-;1;-;11;-;1;-;-;-;-;1;-;-;-;-;-;-;-;1;-;1;1;-;-;-;-;-;18
"230950 Orós";-;-;-;1;-;9;-;1;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;15
"230960 Pacajus";-;1;-;-;-;14;-;3;8;-;1;-;3;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;31
"230970 Pacatuba";-;-;-;-;-;14;-;-;1;-;-;-;1;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;18
"230980 Pacoti";-;-;-;-;-;5;-;1;-;-;-;-;1;-;-;-;4;-;-;-;1;-;-;-;-;-;-;-;-;12
"230990 Pacujá";-;-;-;-;-;2;-;1;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;1;-;-;-;-;-;6
"231000 Palhano";-;-;-;-;-;5;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;7
"231010 Palmácia";-;-;-;-;-;10;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;1;-;-;-;-;13
"231020 Paracuru";-;1;-;1;-;2;-;3;3;-;-;-;1;-;-;-;10;-;-;-;1;-;-;1;-;-;-;-;-;23
"231025 Paraipaba";-;1;-;1;-;10;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;1;-;-;-;-;16
"231030 Parambu";-;1;-;1;-;9;-;5;1;-;-;-;1;-;-;-;4;-;-;-;1;-;1;1;-;-;-;-;-;25
"231040 Paramoti";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;5;-;-;-;1;-;-;-;-;-;-;-;-;7
"231050 Pedra Branca";-;1;-;1;-;6;-;-;-;-;-;-;1;-;-;-;8;-;-;-;1;-;-;1;-;-;-;-;-;19
"231060 Penaforte";-;-;-;-;-;5;-;1;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;2;-;-;-;-;-;10
"231070 Pentecoste";-;-;-;1;-;17;1;-;-;-;-;-;1;-;-;1;-;-;-;-;1;-;1;-;-;-;-;-;-;23
"231080 Pereiro";-;-;-;-;-;5;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;8
"231085 Pindoretama";-;-;-;-;-;8;-;1;2;-;-;-;2;-;-;-;-;-;-;-;1;-;-;2;-;-;-;-;-;16
"231090 Piquet Carneiro";-;-;-;-;-;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;7
"231095 Pires Ferreira";-;-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;4
"231100 Poranga";-;1;-;-;-;1;-;-;-;-;-;-;1;-;-;-;4;-;-;-;1;-;-;-;-;-;-;-;-;8
"231110 Porteiras";-;-;-;-;-;6;1;1;1;-;-;-;-;-;-;-;4;-;-;-;2;-;-;-;1;-;-;-;-;16
"231120 Potengi";-;-;-;-;-;3;1;1;-;-;-;-;-;-;-;-;3;-;-;-;-;-;-;-;1;-;-;-;-;9
"231123 Potiretama";-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;2;-;-;-;1;-;-;1;1;-;-;-;-;7
"231126 Quiterianópolis";-;-;-;-;-;3;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;1;-;-;-;-;7
"231130 Quixadá";-;-;1;2;-;14;-;6;46;-;1;-;2;-;-;2;10;-;-;-;2;-;-;1;-;-;-;-;-;87
"231135 Quixelô";-;-;-;-;-;8;1;2;-;-;-;-;1;-;-;-;1;-;-;-;1;-;1;1;-;-;-;-;-;16
"231140 Quixeramobim";-;-;-;2;-;19;-;3;10;-;1;1;1;-;-;2;-;-;-;-;1;-;-;2;-;-;-;-;-;42
"231150 Quixeré";-;-;-;-;-;4;-;-;-;-;-;-;1;-;-;-;2;-;-;-;1;-;-;-;-;-;-;-;-;8
"231160 Redenção";-;1;-;1;-;8;-;4;4;-;-;-;1;-;-;-;13;-;-;-;1;-;-;-;-;-;-;-;-;33
"231170 Reriutaba";-;-;-;-;-;5;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;7
"231180 Russas";-;2;-;1;-;17;-;8;16;-;2;1;2;-;-;-;-;-;-;-;2;-;1;-;-;-;-;-;-;52
"231190 Saboeiro";-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;6;-;-;-;1;-;-;1;1;-;-;-;-;10
"231195 Salitre";-;-;-;-;-;6;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;1;-;-;-;-;10
"231220 Santa Quitéria";-;-;-;1;-;13;-;5;2;-;-;-;1;-;-;-;-;-;-;-;1;-;2;-;-;-;-;-;-;25
"231200 Santana do Acaraú";-;-;-;1;-;9;-;1;1;-;-;-;1;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;15
"231210 Santana do Cariri";-;-;-;-;-;7;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;10
"231230 São Benedito";-;-;-;-;-;10;-;5;8;-;-;-;2;-;-;-;3;-;-;-;1;-;1;-;-;-;-;1;-;31
"231240 São Gonçalo do Amarante";1;1;-;-;-;10;1;1;7;-;-;-;1;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;24
"231250 São João do Jaguaribe";-;-;-;-;-;3;-;-;-;-;-;-;1;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;6
"231260 São Luís do Curu";-;1;-;-;-;1;-;-;-;-;1;-;-;-;-;-;4;-;-;-;1;-;-;2;1;-;-;-;-;11
"231270 Senador Pompeu";-;-;-;1;-;12;-;3;4;-;-;-;1;-;-;1;-;-;-;-;1;-;1;1;-;-;-;-;-;25
"231280 Senador Sá";-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;1;-;-;-;-;5
"231290 Sobral";-;-;-;2;-;35;2;35;71;-;4;2;5;-;-;8;-;-;-;-;2;-;14;1;1;1;-;2;-;185
"231300 Solonópole";-;-;-;1;-;7;1;1;-;-;-;-;1;-;-;-;2;-;-;-;1;-;-;1;-;-;-;-;-;15
"231310 Tabuleiro do Norte";-;1;-;-;-;8;-;2;9;-;-;-;1;-;-;-;-;-;-;-;1;-;2;-;-;-;-;-;-;24
"231320 Tamboril";-;-;-;1;-;11;-;1;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;15
"231325 Tarrafas";-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;2;-;-;-;1;-;-;-;1;-;-;-;-;5
"231330 Tauá";-;2;-;2;-;4;-;10;13;-;1;1;2;-;-;-;28;-;-;-;1;-;8;1;-;-;-;-;-;73
"231335 Tejuçuoca";-;-;-;-;-;5;-;-;1;-;-;-;-;-;-;-;5;-;-;-;2;-;-;-;1;-;-;-;-;14
"231340 Tianguá";-;-;-;1;-;20;1;10;14;-;-;-;1;-;-;3;6;-;-;-;2;-;2;1;-;-;-;1;-;62
"231350 Trairi";-;1;-;1;-;13;1;1;2;-;-;-;1;-;-;-;-;-;-;-;2;-;-;-;1;-;-;-;-;23
"231355 Tururu";-;-;-;-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;1;-;-;-;-;7
"231360 Ubajara";-;-;-;1;-;3;-;4;3;-;1;-;1;-;-;-;13;-;-;-;1;-;1;1;1;-;-;-;-;30
"231370 Umari";-;-;-;-;-;3;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;6
"231375 Umirim";-;-;-;1;-;5;1;1;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;1;-;-;-;-;11
"231380 Uruburetama";-;1;-;1;-;8;-;2;-;-;-;-;1;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;15
"231390 Uruoca";-;-;-;-;-;6;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;9
"231395 Varjota";-;-;-;-;-;5;-;1;-;-;-;-;-;-;-;-;1;-;-;-;1;-;1;-;1;-;-;-;-;10
"231400 Várzea Alegre";-;-;-;1;-;12;-;3;6;-;-;-;1;-;-;-;1;-;-;-;1;-;2;-;-;-;-;-;-;27
"231410 Viçosa do Ceará";-;-;-;1;-;10;-;4;6;-;-;-;1;-;-;-;4;-;-;-;1;-;2;1;-;-;-;-;-;30
"240010 Acari";1;-;-;-;-;6;-;-;1;-;-;-;1;-;-;-;2;-;-;1;1;-;-;1;-;-;-;-;-;14
"240020 Açu";-;-;-;1;-;4;-;5;8;1;1;-;1;-;-;-;12;1;-;-;1;-;10;-;1;-;-;-;-;46
"240030 Afonso Bezerra";-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;4;-;-;-;1;-;-;-;-;-;-;-;-;7
"240040 Água Nova";1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;4
"240050 Alexandria";-;-;-;-;-;5;-;2;-;-;-;-;2;-;-;-;4;-;-;-;1;-;2;-;-;-;-;-;-;16
"240060 Almino Afonso";2;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;3;-;-;-;2;-;-;-;-;-;-;-;-;9
"240070 Alto do Rodrigues";-;-;-;-;-;3;-;2;3;-;-;-;-;-;-;-;5;-;-;-;1;-;-;1;1;-;-;-;-;16
"240080 Angicos";-;-;-;-;-;6;-;1;1;-;-;-;1;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;11
"240090 Antônio Martins";-;-;-;-;-;2;-;-;-;-;-;-;1;-;-;-;5;-;-;-;1;-;-;-;-;-;-;-;-;9
"240100 Apodi";-;-;-;1;-;5;1;1;-;-;-;-;2;-;-;1;5;-;-;-;-;-;4;-;-;-;-;-;-;20
"240110 Areia Branca";1;-;-;1;-;3;-;-;1;-;-;-;2;-;-;-;6;-;-;-;1;-;2;-;-;-;-;-;-;17
"240120 Arês";-;-;-;-;-;6;-;-;1;-;-;-;1;-;-;-;1;-;-;-;1;-;1;-;-;-;-;-;-;11
"240130 Augusto Severo";1;-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;1;-;-;-;-;-;7
"240140 Baía Formosa";-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;3;-;-;-;-;-;-;-;1;-;-;-;-;6
"240145 Baraúna";-;-;-;1;-;9;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;1;1;-;-;-;-;14
"240150 Barcelona";1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;3;-;-;-;1;-;-;-;1;-;-;-;-;7
"240160 Bento Fernandes";-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;2;-;-;1;-;5
"240165 Bodó";-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;2
