CNES - Estabelecimentos por Tipo - Brasil
Quantidade por Município e Tipo de Estabelecimento
Período:Dez/2017
"Município";"ACADEMIA DA SAÚDE";"CENTRAL DE REGUALAÇÃO";"CENTRAL DE REGULAÇÃO MÉDICA DAS URGÊNCIAS";"CENTRO DE APOIO A SAÚDE DA FAMÍLIA-CASF";"CENTRO DE ATENÇÃO HEMOTERÁPICA E/OU HEMATOLÓGICA";"CENTRO DE ATENÇÃO PSICOSSOCIAL-CAPS";"CENTRO DE PARTO NORMAL";"CENTRO DE SAUDE/UNIDADE BASICA DE SAUDE";"CENTRAL DE NOTIF. CAPTAÇÃO E DISTR. ÓRGÃOS ESTADUA";"CLINICA ESPECIALIZADA/AMBULATORIO ESPECIALIZADO";"CONSULTORIO";"COOPERATIVA";"FARMACIA";"HOSPITAL ESPECIALIZADO";"HOSPITAL GERAL";"HOSPITAL DIA";"LABORATORIO CENTRAL DE SAUDE PUBLICA - LACEN";"LABORATORIO DE SAUDE PUBLICA";"POLICLINICA";"OFICINA ORTOPEDICA";"POSTO DE SAUDE";"PRONTO ANTEDIMENTO";"PRONTO SOCORRO ESPECIALIZADO";"PRONTO SOCORRO GERAL";"SECRETARIA DE SAUDE";"SERVICO DE ATENCAO DOMICILIAR ISOLADO(HOME CARE)";"UNIDADE DE ATENÇÃO À SAÚDE INDÍGENA";"UNIDADE DE ATENCAO EM REGIME RESIDENCIAL";"UNIDADE DE SERVICO DE APOIO DE DIAGNOSE E TERAPIA";"UNIDADE DE VIGILANCIA EM SAUDE";"UNIDADE MISTA";"UNIDADE MOVEL DE NIVEL PRE-HOSP-URGENCIA/EMERGENCI";"UNIDADE MOVEL FLUVIAL";"UNIDADE MOVEL TERRESTRE";"TELESAÚDE";"POLO PREV.DE DOENCAS E AGRAVOS E PROMOCAO DA SAUDE";"Total"
"421250 Penha";1;1;-;1;-;-;-;9;-;1;12;-;-;-;1;-;-;-;1;-;1;1;-;-;1;-;-;-;3;-;-;-;-;-;-;-;33
"421260 Peritiba";-;1;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;5
"421265 Pescaria Brava";-;-;-;-;-;-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;2;-;-;-;-;-;1;9
"421270 Petrolândia";1;1;-;1;-;-;-;1;-;-;2;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;8
"421290 Pinhalzinho";-;-;-;1;-;-;-;5;-;4;73;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;5;-;-;-;-;1;-;-;91
"421300 Pinheiro Preto";-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;4
"421310 Piratuba";-;1;-;-;-;-;-;1;-;1;2;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;2;1;-;-;-;-;-;-;10
"421315 Planalto Alegre";-;-;-;-;-;-;-;1;-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;6
"421320 Pomerode";-;-;-;-;-;1;-;8;-;7;56;-;-;-;1;-;-;-;2;-;-;-;-;-;1;-;-;-;2;-;-;1;-;-;-;-;79
"421330 Ponte Alta";-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;-;-;2;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;6
"421335 Ponte Alta do Norte";1;-;-;1;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;6
"421340 Ponte Serrada";-;-;-;-;-;-;-;2;-;7;6;-;-;-;1;-;-;-;-;-;3;-;-;-;1;-;-;-;3;-;-;1;-;1;-;-;25
"421350 Porto Belo";-;1;-;1;-;1;-;7;-;6;5;-;1;-;-;-;-;-;1;-;1;1;-;-;1;-;-;-;2;-;-;-;-;-;-;-;28
"421360 Porto União";-;1;-;-;-;2;-;9;-;31;63;-;-;-;1;-;-;-;1;-;5;1;-;-;1;-;-;-;5;-;-;1;-;-;-;-;121
"421370 Pouso Redondo";-;-;-;1;-;1;-;6;-;2;7;-;-;-;1;-;-;-;-;-;-;1;-;-;1;-;-;-;5;-;-;-;-;-;-;-;25
"421380 Praia Grande";1;-;-;-;-;-;-;2;-;2;3;-;-;-;1;-;-;-;-;-;1;-;-;-;1;-;-;-;1;-;-;-;-;1;-;1;14
"421390 Presidente Castello Branco";-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;4
"421400 Presidente Getúlio";-;1;-;1;-;-;-;5;-;3;11;-;-;-;1;-;-;-;-;-;2;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;26
"421410 Presidente Nereu";-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;3
"421415 Princesa";1;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;5
"421420 Quilombo";1;-;-;-;-;1;-;2;-;4;9;-;-;-;1;-;-;-;1;-;2;-;-;-;2;-;-;-;5;-;-;1;-;-;-;-;29
"421430 Rancho Queimado";-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;1;-;-;-;-;5
"421440 Rio das Antas";-;-;-;-;-;-;-;2;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;1;-;-;-;-;8
"421450 Rio do Campo";1;1;-;1;-;-;-;2;-;-;2;-;-;-;1;-;-;-;-;-;2;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;11
"421460 Rio do Oeste";-;1;-;-;-;-;-;3;-;1;2;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;4;-;-;-;-;-;-;-;12
"421480 Rio do Sul";1;1;-;-;-;1;-;23;-;68;177;-;-;-;2;-;-;-;2;-;-;1;-;-;2;-;-;-;17;-;-;2;-;3;-;-;300
"421470 Rio dos Cedros";-;-;-;-;-;-;-;1;-;-;8;-;-;-;1;-;-;-;-;-;4;-;-;-;1;-;-;-;5;-;-;-;-;-;-;-;20
"421490 Rio Fortuna";-;-;-;-;-;-;-;1;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;5
"421500 Rio Negrinho";-;1;-;-;-;1;-;8;-;-;45;-;-;-;1;-;-;-;-;-;5;-;-;-;1;-;-;-;10;-;-;1;-;2;-;1;76
"421505 Rio Rufino";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;2
"421507 Riqueza";-;1;-;-;-;-;-;1;-;2;2;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;9
"421510 Rodeio";-;-;-;1;-;-;-;4;-;3;7;-;1;-;-;-;-;-;1;-;1;-;-;-;1;-;-;-;5;-;-;-;-;-;-;2;26
"421520 Romelândia";1;1;-;-;-;-;-;1;-;2;5;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;12
"421530 Salete";-;1;-;1;-;-;-;3;-;-;5;-;-;-;1;-;-;-;-;-;1;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;14
"421535 Saltinho";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;2
"421540 Salto Veloso";-;-;-;-;-;-;-;1;-;-;4;-;1;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;2;-;-;-;-;-;-;-;10
"421545 Sangão";-;1;-;-;-;-;-;5;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;9
"421550 Santa Cecília";1;-;-;1;-;1;-;1;-;4;1;-;-;-;2;-;-;-;2;-;9;-;-;-;1;-;-;-;1;-;-;1;-;-;-;-;25
"421555 Santa Helena";-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;3
"421560 Santa Rosa de Lima";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;2
"421565 Santa Rosa do Sul";-;-;-;1;-;-;-;4;-;1;-;-;-;-;-;-;-;-;-;-;2;-;-;-;1;-;-;-;1;-;-;1;-;-;-;-;11
"421567 Santa Terezinha";-;-;-;-;-;-;-;3;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;5
"421568 Santa Terezinha do Progresso";-;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;4
"421569 Santiago do Sul";1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;3
"421570 Santo Amaro da Imperatriz";-;-;-;-;-;1;-;5;-;5;12;-;-;-;1;-;-;-;1;-;-;-;-;-;1;1;-;-;3;-;-;1;-;1;-;1;33
"421580 São Bento do Sul";-;1;-;-;-;1;-;7;-;36;107;-;1;-;2;-;-;-;-;-;12;-;-;-;1;-;-;-;16;-;-;2;-;1;-;1;188
"421575 São Bernardino";-;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;3
"421590 São Bonifácio";-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;1;-;-;-;-;5
"421600 São Carlos";-;1;-;-;-;1;-;4;-;5;12;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;3;-;-;1;-;-;-;-;29
"421605 São Cristovão do Sul";-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;3
"421610 São Domingos";1;-;-;-;-;-;-;2;-;1;9;-;1;-;-;-;-;-;-;-;3;-;-;-;1;-;-;-;3;-;-;-;-;1;-;-;22
"421620 São Francisco do Sul";-;1;-;1;-;1;-;13;-;4;49;-;-;-;1;-;-;-;1;-;4;1;-;-;1;-;-;-;11;1;-;2;1;-;-;1;93
"421630 São João Batista";-;1;-;-;-;-;-;6;-;11;11;-;-;-;1;-;-;-;1;-;2;-;-;-;1;-;-;2;-;-;-;1;-;-;-;-;37
"421635 São João do Itaperiú";-;-;-;-;-;-;-;4;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;6
"421625 São João do Oeste";-;1;-;-;-;-;-;1;-;-;4;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;2;-;-;-;-;-;-;-;10
"421640 São João do Sul";1;-;-;-;-;-;-;4;-;2;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;10
"421650 São Joaquim";-;-;-;-;-;1;-;4;1;8;19;-;2;-;1;-;-;-;-;-;3;-;-;-;2;-;-;-;3;-;-;2;-;-;-;-;46
"421660 São José";-;1;-;-;-;3;-;23;1;67;89;-;-;4;2;-;-;-;8;-;-;-;-;1;2;6;-;-;32;-;-;5;-;-;-;-;244
"421670 São José do Cedro";-;-;-;-;-;-;-;5;-;3;14;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;1;-;-;26
"421680 São José do Cerrito";-;-;-;-;-;-;-;2;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;-;5
"421690 São Lourenço do Oeste";1;1;-;-;-;1;-;6;-;8;51;-;14;-;1;-;-;-;-;-;-;1;-;-;2;-;-;-;5;-;-;1;-;1;-;-;93
"421700 São Ludgero";-;-;-;1;-;-;-;4;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;7;-;-;-;-;-;-;-;15
"421710 São Martinho";-;-;-;-;-;-;-;3;-;-;-;-;-;-;1;-;-;-;-;-;3;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;8
"421715 São Miguel da Boa Vista";-;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;3
"421720 São Miguel do Oeste";-;1;-;-;-;1;-;14;-;38;103;-;2;-;3;-;-;-;-;-;1;1;-;-;2;1;-;-;19;-;-;2;-;-;-;-;188
"421725 São Pedro de Alcântara";-;-;-;-;-;-;-;3;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;2;-;-;1;-;-;-;-;8
"421730 Saudades";-;-;-;-;-;-;-;4;-;2;8;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;1;-;-;18
"421740 Schroeder";-;-;-;1;-;-;-;7;-;-;5;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;4;-;-;1;-;-;-;-;19
"421750 Seara";-;1;-;-;-;1;-;7;-;1;17;-;-;-;1;-;-;-;-;-;5;-;-;-;2;-;-;-;5;1;-;1;-;-;-;-;42
"421755 Serra Alta";-;1;-;-;-;-;-;1;-;-;7;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;11
"421760 Siderópolis";-;-;-;-;-;1;-;5;-;1;2;-;-;-;-;-;-;-;1;-;-;1;-;-;1;-;-;-;3;-;-;1;-;-;-;1;17
"421770 Sombrio";-;-;-;-;-;1;-;5;-;13;18;-;10;-;1;-;-;-;-;-;3;-;-;-;1;-;-;-;1;-;-;1;-;-;-;1;55
"421775 Sul Brasil";1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;3
"421780 Taió";-;1;-;1;-;-;-;9;-;6;14;-;-;-;1;-;-;-;-;-;-;1;-;-;2;-;-;-;3;-;-;1;-;-;-;-;39
"421790 Tangará";-;1;-;-;-;-;-;1;-;2;6;-;-;-;2;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;2;-;-;-;-;16
"421795 Tigrinhos";1;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;4
"421800 Tijucas";1;-;-;-;-;-;-;12;-;8;18;-;3;-;1;-;-;-;3;-;-;1;-;-;1;-;-;-;4;-;-;1;-;1;-;-;54
"421810 Timbé do Sul";1;-;-;-;-;-;-;3;-;4;1;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;11
"421820 Timbó";-;1;-;-;-;1;-;10;-;23;69;-;1;-;1;-;-;-;2;-;-;-;-;-;2;-;-;-;8;-;-;1;-;1;-;-;120
"421825 Timbó Grande";-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;1;-;-;-;-;-;-;-;5
"421830 Três Barras";1;1;-;-;-;1;-;3;-;-;3;-;-;-;1;-;-;-;-;-;6;-;-;1;1;-;-;-;4;1;-;1;-;-;-;-;24
"421835 Treviso";1;-;-;-;-;-;-;1;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;5
"421840 Treze de Maio";-;-;-;-;-;-;-;4;-;2;-;-;-;-;1;-;-;-;-;-;1;-;-;-;1;-;-;-;2;-;-;-;-;-;-;-;11
"421850 Treze Tílias";-;1;-;-;-;-;-;2;-;-;10;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;3;-;-;-;-;-;-;-;17
"421860 Trombudo Central";-;1;-;1;-;-;-;2;-;2;6;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;15
"421870 Tubarão";-;1;-;-;-;2;-;34;-;60;193;-;-;-;2;1;-;-;2;1;-;-;-;-;2;1;-;-;9;-;-;2;-;-;-;2;312
"421875 Tunápolis";-;1;-;-;-;-;-;2;-;2;6;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;14
"421880 Turvo";1;-;-;-;-;-;-;4;-;5;14;-;-;-;1;-;-;-;-;-;2;-;-;-;1;-;-;-;2;-;-;1;-;-;-;-;31
"421885 União do Oeste";-;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;3
"421890 Urubici";1;-;-;-;-;-;-;4;-;1;8;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;4;-;-;-;-;-;-;-;20
"421895 Urupema";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;2
"421900 Urussanga";-;-;-;-;-;1;-;9;-;5;15;-;-;-;1;-;-;-;2;-;1;-;-;-;1;-;-;-;2;-;-;-;-;1;-;-;38
"421910 Vargeão";1;-;-;-;-;-;-;1;-;-;4;-;-;-;1;-;-;-;-;-;2;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;10
"421915 Vargem";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;2;-;-;-;-;1;-;-;5
"421917 Vargem Bonita";-;1;-;-;-;-;-;1;1;-;1;-;-;-;-;-;-;-;-;-;4;-;-;-;1;-;-;-;2;-;-;-;-;-;-;-;11
"421920 Vidal Ramos";-;-;-;-;-;-;-;1;-;1;3;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;2;-;-;-;-;-;-;1;10
"421930 Videira";-;-;-;1;-;1;-;11;-;8;136;-;1;-;2;-;-;1;12;-;1;1;-;-;2;-;-;-;8;1;-;1;-;2;-;1;190
"421935 Vitor Meireles";1;1;-;1;-;-;-;2;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;8
"421940 Witmarsum";-;-;-;1;-;-;-;2;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;-;7
"421950 Xanxerê";-;1;-;-;-;1;-;11;-;29;129;-;1;-;1;-;-;-;3;-;1;-;-;1;2;-;-;-;8;-;-;2;-;2;-;-;192
"421960 Xavantina";-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;5
"421970 Xaxim";-;-;-;-;-;1;-;11;-;3;41;-;1;-;1;-;-;-;2;-;-;-;-;-;1;-;-;-;8;-;-;-;-;1;-;-;70
"421985 Zortéa";1;1;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;5
"430003 Aceguá";-;-;-;-;-;-;-;2;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;1;-;-;-;-;6
"430005 Água Santa";-;-;-;-;-;-;-;2;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;6
"430010 Agudo";-;-;-;-;-;-;-;2;-;2;4;-;-;-;1;-;-;-;2;-;3;-;-;-;1;-;-;-;3;-;-;1;-;-;-;-;19
"430020 Ajuricaba";1;-;-;-;-;-;-;3;-;4;1;-;-;-;1;-;-;-;4;-;-;-;-;-;1;-;-;-;2;1;-;-;-;-;-;-;18
"430030 Alecrim";-;-;-;-;-;-;-;3;-;-;1;-;-;-;1;-;-;-;1;-;1;-;-;-;1;-;-;-;3;-;-;-;-;-;-;-;11
"430040 Alegrete";3;-;-;-;-;3;-;22;-;14;100;-;-;-;1;-;-;-;-;2;2;1;-;-;2;-;-;-;10;1;-;1;-;-;-;-;162
"430045 Alegria";-;-;-;1;-;-;-;1;-;3;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;8
"430047 Almirante Tamandaré do Sul";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3;-;-;-;1;-;-;-;2;-;-;-;-;-;-;-;6
"430050 Alpestre";1;-;-;-;-;-;-;4;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;3;-;-;-;-;-;-;-;11
"430055 Alto Alegre";1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;2;-;-;-;-;-;-;-;5
"430057 Alto Feliz";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;2;-;-;-;-;-;-;-;4
"430060 Alvorada";-;-;-;-;-;4;-;16;-;16;32;-;-;-;1;-;-;1;4;-;1;-;-;-;1;-;-;-;11;-;1;2;-;1;-;-;91
"430063 Amaral Ferrador";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;4
"430064 Ametista do Sul";-;-;-;-;-;-;-;2;-;1;1;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;2;1;-;-;-;-;-;-;9
"430066 André da Rocha";1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;4
"430070 Anta Gorda";1;-;-;-;-;-;-;1;-;3;8;-;-;-;1;-;-;-;-;-;1;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;17
"430080 Antônio Prado";-;-;-;-;-;-;-;3;-;7;28;-;-;-;1;-;-;-;-;-;2;-;-;-;1;-;-;-;6;-;-;1;-;-;-;1;50
"430085 Arambaré";-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;5
"430087 Araricá";-;-;-;-;-;-;-;2;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;5
"430090 Aratiba";-;-;-;-;-;-;-;1;-;1;2;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;7
"430100 Arroio do Meio";-;-;-;-;-;-;-;1;-;5;30;-;-;-;1;-;-;-;-;-;5;-;-;-;1;1;-;-;2;-;-;-;-;1;-;-;47
"430107 Arroio do Padre";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;4
"430105 Arroio do Sal";-;-;-;-;-;-;-;3;-;-;1;-;-;-;-;-;-;-;1;-;2;-;-;-;1;-;-;-;2;-;-;-;-;1;-;-;11
"430120 Arroio do Tigre";-;-;-;-;-;-;-;4;-;1;12;-;-;-;1;-;-;-;1;-;-;-;-;-;1;-;-;-;2;-;-;1;-;-;-;-;23
"430110 Arroio dos Ratos";-;-;-;-;-;-;-;4;-;4;6;-;-;-;1;-;-;2;1;-;-;-;-;-;1;-;-;-;3;-;-;-;-;-;-;-;22
"430130 Arroio Grande";-;-;-;-;-;1;-;3;-;1;4;-;-;-;1;-;-;-;2;-;4;-;-;-;1;-;-;-;3;-;-;1;-;1;-;-;22
"430140 Arvorezinha";-;-;-;-;-;-;-;2;-;1;2;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;3;-;-;1;-;-;-;-;11
"430150 Augusto Pestana";-;-;-;-;-;1;-;1;-;-;5;-;-;-;1;-;-;-;1;-;-;-;-;-;1;-;-;-;4;-;-;-;-;-;-;-;14
"430155 Áurea";-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;4
"430160 Bagé";-;-;1;-;1;3;-;16;-;21;124;-;-;-;3;-;-;-;-;-;7;1;-;-;2;-;-;-;24;-;-;4;-;2;-;-;209
"430163 Balneário Pinhal";-;-;-;-;-;-;-;-;-;-;1;-;3;-;-;-;-;-;2;-;3;-;-;-;1;-;-;-;1;-;-;1;-;-;-;-;12
"430165 Barão";-;-;-;-;-;-;-;4;-;3;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;10
"430170 Barão de Cotegipe";-;-;-;-;-;-;-;1;-;2;7;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;12
"430175 Barão do Triunfo";-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;4
"430185 Barra do Guarita";-;-;-;-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"430187 Barra do Quaraí";1;-;-;-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;6
"430190 Barra do Ribeiro";-;-;-;-;-;-;-;3;-;3;3;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;1;-;-;-;-;-;-;-;-;-;12
"430192 Barra do Rio Azul";-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;3
"430195 Barra Funda";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;2;-;-;-;-;-;-;-;4
"430180 Barracão";1;-;-;-;-;-;-;1;-;-;3;-;-;-;1;-;-;-;-;-;2;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;10
"430200 Barros Cassal";-;-;-;-;-;-;-;2;-;7;3;-;-;-;-;-;-;-;-;-;2;-;-;-;1;-;-;-;2;-;-;1;-;-;-;-;18
"430205 Benjamin Constant do Sul";1;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;2;-;-;-;-;-;-;-;-;-;6
"430210 Bento Gonçalves";-;-;-;-;-;3;-;18;-;55;214;-;-;-;1;-;-;1;7;-;4;1;-;2;1;-;-;-;15;-;-;2;-;2;-;-;326
"430215 Boa Vista das Missões";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;1;-;-;-;2;-;-;-;-;-;-;-;5
"430220 Boa Vista do Buricá";-;-;-;1;-;-;-;3;-;9;11;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;1;-;-;-;-;28
"430222 Boa Vista do Cadeado";-;-;-;-;-;1;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;4
"430223 Boa Vista do Incra";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;2
"430225 Boa Vista do Sul";-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;5
"430230 Bom Jesus";-;-;-;-;-;-;-;4;-;1;15;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;4;-;-;1;-;-;-;-;27
