CNES - Recursos Humanos - Profissionais - Indivíduos - segundo CBO 2002 - Brasil
Quantidade por Município e Ocupações de Nível Superior
Período:Dez/2014
"Município";"Assistente Social";"Bioquímico/farmacêutico";"Cirurgião Geral";"Clínico Geral";"Enfermeiro";"Fisioterapeuta";"Fonoaudiólogo";"Gineco Obstetra";"Médico de Família";"Nutricionista";"Odontólogo";"Pediatra";"Psicólogo";"Psiquiatra";"Radiologista";"Sanitarista";"Outras especialidades médicas";"Outras ocupações de nível superior relac à Saúde";"Total"
"150730 São Félix do Xingu";5;4;-;10;35;3;1;1;11;2;17;1;2;-;-;-;4;4;100
"150740 São Francisco do Pará";1;-;-;2;7;-;-;-;2;1;3;-;1;-;-;-;-;-;17
"150745 São Geraldo do Araguaia";1;1;1;4;15;2;-;1;3;-;4;-;2;1;-;-;-;1;36
"150746 São João da Ponta";-;-;-;-;3;-;-;-;3;-;1;-;-;-;-;-;-;1;8
"150747 São João de Pirabas";1;-;-;3;13;1;-;-;5;1;3;-;1;-;-;-;-;1;29
"150750 São João do Araguaia";-;1;-;-;6;1;-;-;1;-;3;-;1;-;-;-;-;-;13
"150760 São Miguel do Guamá";2;2;1;7;15;2;1;-;4;2;9;-;1;-;-;-;-;5;51
"150770 São Sebastião da Boa Vista";1;-;-;1;16;2;-;-;6;1;4;-;-;-;-;-;-;1;32
"150775 Sapucaia";1;-;-;-;4;1;-;-;1;-;2;-;-;-;-;-;-;-;9
"150780 Senador José Porfírio";-;1;-;2;11;1;-;-;4;1;3;-;-;-;-;-;-;-;23
"150790 Soure";1;-;-;-;6;1;-;-;4;-;4;3;2;-;-;-;-;-;21
"150795 Tailândia";6;1;1;14;39;4;2;1;7;6;13;-;2;-;-;-;1;3;100
"150796 Terra Alta";-;1;-;1;8;-;-;-;2;-;6;-;-;-;-;-;-;2;20
"150797 Terra Santa";2;-;-;-;12;2;-;-;3;1;6;1;-;-;-;-;-;1;28
"150800 Tomé-Açu";-;-;-;3;26;3;1;1;3;-;11;3;-;-;-;-;-;4;55
"150803 Tracuateua";3;-;-;-;9;3;-;-;4;2;3;-;2;-;-;-;-;4;30
"150805 Trairão";-;-;-;1;10;1;-;-;1;-;1;-;-;-;-;-;-;-;14
"150808 Tucumã";1;-;1;10;16;7;3;-;4;-;17;-;3;-;-;-;-;6;68
"150810 Tucuruí";20;9;1;20;86;19;8;-;15;8;34;11;6;-;1;-;10;8;256
"150812 Ulianópolis";3;-;-;7;15;2;1;-;3;3;5;2;3;-;-;-;11;4;59
"150815 Uruará";2;2;1;3;19;3;-;2;9;2;5;2;2;1;-;-;-;2;55
"150820 Vigia";4;1;-;2;24;2;-;-;8;1;3;1;1;-;-;-;1;2;50
"150830 Viseu";1;1;-;2;15;1;-;-;6;2;8;-;1;-;-;-;-;2;39
"150835 Vitória do Xingu";1;-;-;3;23;4;1;-;4;1;5;-;2;-;-;-;1;3;48
"150840 Xinguara";2;5;-;3;23;3;1;-;5;1;13;-;1;-;-;-;1;5;63
"160010 Amapá";1;-;-;1;5;4;-;-;2;1;4;-;2;-;-;-;-;1;21
"160020 Calçoene";1;-;-;-;5;1;-;-;3;1;4;2;1;-;-;-;-;-;18
"160021 Cutias";-;-;-;2;4;-;-;-;3;-;2;-;-;-;-;-;-;1;12
"160023 Ferreira Gomes";-;1;-;3;7;-;-;-;2;-;3;-;-;-;-;-;-;1;17
"160025 Itaubal";-;-;-;-;3;-;-;-;2;-;2;-;-;-;-;-;-;-;7
"160027 Laranjal do Jari";3;2;2;4;26;13;1;2;12;3;9;3;1;-;1;-;1;4;87
"160030 Macapá";98;58;25;148;508;177;50;44;76;88;164;82;78;5;12;-;183;123;1919
"160040 Mazagão";3;-;-;3;12;5;-;-;7;1;5;-;1;-;-;-;1;-;38
"160050 Oiapoque";2;1;-;-;12;2;1;-;6;1;6;-;1;-;-;-;-;4;36
"160015 Pedra Branca do Amapari";1;1;-;4;8;1;-;-;1;1;4;1;1;-;-;-;-;1;24
"160053 Porto Grande";1;-;-;1;12;3;-;-;3;1;5;1;-;-;-;-;-;1;28
"160055 Pracuúba";-;-;-;-;3;-;-;-;1;-;1;-;-;-;-;-;-;-;5
"160060 Santana";13;7;3;8;77;19;13;1;27;8;32;12;10;-;-;-;2;16;248
"160005 Serra do Navio";-;-;-;1;4;1;-;-;1;1;3;-;-;-;-;-;-;1;12
"160070 Tartarugalzinho";-;-;-;2;6;2;-;1;5;-;5;-;-;-;-;-;-;2;23
"160080 Vitória do Jari";2;1;-;3;7;3;1;-;5;1;3;-;1;-;-;-;-;2;29
"170025 Abreulândia";1;1;-;-;1;1;-;-;-;-;1;-;1;-;-;-;-;-;6
"170030 Aguiarnópolis";1;-;-;1;4;2;-;-;2;1;2;-;-;-;-;-;-;-;13
"170035 Aliança do Tocantins";1;1;-;3;6;2;-;-;-;1;3;-;1;-;-;-;-;1;19
"170040 Almas";-;1;-;1;4;1;-;-;1;-;2;-;-;-;-;-;-;1;11
"170070 Alvorada";3;6;-;7;14;4;2;-;2;1;4;-;3;-;-;-;1;1;48
"170100 Ananás";1;1;-;1;10;1;-;-;2;-;2;-;1;-;-;-;-;1;20
"170105 Angico";1;1;-;-;1;-;-;-;1;-;1;-;1;-;-;-;-;-;6
"170110 Aparecida do Rio Negro";-;1;-;1;2;1;-;-;1;-;2;-;1;-;-;-;-;1;10
"170130 Aragominas";1;1;-;-;6;1;-;-;2;-;3;-;1;-;-;-;-;-;15
"170190 Araguacema";-;-;-;1;5;1;-;-;1;-;2;-;1;-;-;-;-;-;11
"170200 Araguaçu";3;3;-;2;12;4;-;1;2;2;5;-;5;-;-;-;-;-;39
"170210 Araguaína";44;64;3;158;347;58;13;15;22;23;119;22;28;5;7;-;86;42;1056
"170215 Araguanã";1;1;-;2;3;1;-;-;2;1;2;-;1;-;-;-;-;-;14
"170220 Araguatins";4;3;-;4;17;2;1;1;7;2;10;1;3;-;-;-;1;9;65
"170230 Arapoema";2;3;-;11;11;2;-;-;2;1;3;-;1;-;-;-;-;1;37
"170240 Arraias";4;1;-;14;22;2;1;-;2;3;4;-;2;-;-;-;1;2;58
"170255 Augustinópolis";8;9;6;22;53;9;1;6;3;2;7;8;4;-;1;-;27;4;170
"170270 Aurora do Tocantins";1;1;-;-;3;1;-;-;2;1;1;-;1;-;-;-;-;-;11
"170290 Axixá do Tocantins";2;-;-;1;9;1;-;-;5;1;3;-;1;-;-;-;-;-;23
"170300 Babaçulândia";-;-;-;2;7;-;-;-;1;-;2;-;1;-;-;-;-;-;13
"170305 Bandeirantes do Tocantins";-;1;-;-;4;-;-;-;1;-;-;-;-;-;-;-;-;-;6
"170307 Barra do Ouro";-;1;-;-;2;1;-;-;2;-;2;-;-;-;-;-;-;-;8
"170310 Barrolândia";2;1;-;3;3;3;1;-;1;2;2;-;1;-;-;-;1;2;22
"170320 Bernardo Sayão";1;-;-;-;2;1;-;-;1;-;1;-;1;-;-;-;-;-;7
"170330 Bom Jesus do Tocantins";-;-;-;-;3;1;-;-;2;1;1;-;1;-;-;-;-;-;9
"170360 Brasilândia do Tocantins";-;-;-;-;2;1;-;-;1;1;-;-;1;-;-;-;-;-;6
"170370 Brejinho de Nazaré";-;1;-;-;3;1;-;-;-;-;1;-;-;-;-;-;-;1;7
"170380 Buriti do Tocantins";1;1;-;2;5;1;-;-;3;-;1;-;-;-;1;-;-;-;15
"170382 Cachoeirinha";1;1;-;-;3;-;-;-;1;-;1;-;1;-;-;-;-;-;8
"170384 Campos Lindos";1;1;-;-;3;1;-;-;2;-;1;-;1;-;-;-;-;-;10
"170386 Cariri do Tocantins";4;1;-;3;3;1;-;-;2;-;3;-;2;-;-;-;-;-;19
"170388 Carmolândia";1;-;-;-;1;-;-;-;1;1;1;-;1;-;-;-;-;-;6
"170389 Carrasco Bonito";1;-;-;-;5;1;-;-;2;1;2;-;1;-;-;-;-;-;13
"170390 Caseara";1;1;-;1;3;1;-;-;2;-;3;-;-;-;-;-;-;-;12
"170410 Centenário";1;1;-;-;2;-;-;-;1;-;1;-;-;-;-;-;-;-;6
"170510 Chapada da Natividade";-;1;-;-;1;-;-;-;1;-;2;-;-;-;-;-;-;-;5
"170460 Chapada de Areia";-;1;-;1;1;1;-;-;1;1;2;-;1;-;-;-;-;-;9
"170550 Colinas do Tocantins";9;5;-;7;20;8;5;-;8;2;20;2;8;2;1;-;4;3;104
"171670 Colméia";1;-;-;1;5;-;-;-;-;-;2;-;1;-;1;-;1;1;13
"170555 Combinado";1;1;-;1;4;1;-;-;1;-;1;-;-;-;-;-;-;1;11
"170560 Conceição do Tocantins";1;1;-;1;3;1;-;-;-;-;2;-;-;-;-;-;-;-;9
"170600 Couto Magalhães";-;1;-;3;3;1;-;1;1;-;2;-;1;-;-;-;-;2;15
"170610 Cristalândia";1;1;-;1;4;2;-;-;1;-;3;-;1;-;-;-;-;-;14
"170625 Crixás do Tocantins";-;1;-;-;3;2;-;-;1;-;2;-;-;-;-;-;-;-;9
"170650 Darcinópolis";1;1;-;-;2;-;-;-;2;-;1;-;1;-;-;-;-;-;8
"170700 Dianópolis";5;3;-;11;20;7;1;1;4;1;9;-;4;1;-;-;4;6;77
"170710 Divinópolis do Tocantins";1;1;-;3;9;2;-;-;-;1;4;-;-;-;-;-;-;1;22
"170720 Dois Irmãos do Tocantins";-;2;-;3;6;1;-;-;-;-;2;-;1;-;-;-;-;1;16
"170730 Dueré";1;-;-;4;4;2;-;-;-;-;3;-;1;-;-;-;-;-;15
"170740 Esperantina";2;1;-;1;5;2;-;-;3;2;1;-;-;-;-;-;-;-;17
"170755 Fátima";-;1;-;1;2;1;-;-;1;-;3;-;1;-;-;-;-;1;11
"170765 Figueirópolis";1;-;-;2;4;2;-;-;-;-;3;-;1;-;-;-;-;-;13
"170770 Filadélfia";-;-;-;1;5;1;-;-;1;-;3;-;-;-;-;-;-;-;11
"170820 Formoso do Araguaia";2;1;-;7;15;2;1;-;2;1;5;1;2;-;-;-;-;4;43
"170825 Fortaleza do Tabocão";-;2;-;-;5;-;-;-;1;-;4;-;-;-;-;-;-;-;12
"170830 Goianorte";-;1;-;1;3;-;-;-;-;-;1;-;-;-;-;-;-;-;6
"170900 Goiatins";1;-;-;-;6;2;-;-;4;1;2;-;-;-;1;-;-;-;17
"170930 Guaraí";9;5;-;17;44;5;2;-;6;2;15;2;6;-;-;-;3;6;122
"170950 Gurupi";14;16;1;91;129;52;9;6;7;4;70;10;26;-;6;-;26;18;485
"170980 Ipueiras";-;1;-;-;2;-;-;-;1;-;2;-;1;-;-;-;-;-;7
"171050 Itacajá";-;-;-;2;6;1;-;-;1;-;3;-;-;-;-;-;-;-;13
"171070 Itaguatins";-;-;-;2;4;-;-;-;2;-;2;-;-;-;-;-;-;-;10
"171090 Itapiratins";-;-;-;-;2;1;-;-;2;-;2;-;1;-;-;-;-;-;8
"171110 Itaporã do Tocantins";-;1;-;-;3;1;-;-;1;-;1;-;1;-;-;-;-;1;9
"171150 Jaú do Tocantins";1;-;-;2;2;1;-;1;-;-;2;-;-;-;-;-;-;-;9
"171180 Juarina";1;-;-;-;2;1;-;-;1;-;2;-;1;-;-;-;-;-;8
"171190 Lagoa da Confusão";1;1;-;1;5;2;-;-;3;-;3;-;1;-;-;-;1;-;18
"171195 Lagoa do Tocantins";-;-;-;-;2;1;-;-;1;1;1;-;-;-;-;-;-;-;6
"171200 Lajeado";1;-;-;2;3;1;-;-;-;-;3;-;-;-;-;-;-;-;10
"171215 Lavandeira";-;-;-;-;2;1;-;-;1;-;2;-;-;-;-;-;-;-;6
"171240 Lizarda";-;-;-;-;2;-;-;-;2;-;2;-;-;-;-;-;-;-;6
"171245 Luzinópolis";2;1;-;-;1;1;-;-;1;1;1;-;-;-;-;-;-;-;8
"171250 Marianópolis do Tocantins";1;-;-;-;2;2;-;-;2;-;2;-;1;-;-;-;-;-;10
"171270 Mateiros";-;1;-;-;3;-;-;-;-;-;2;-;-;-;-;-;-;-;6
"171280 Maurilândia do Tocantins";1;1;-;-;4;1;-;-;2;1;2;-;1;-;-;-;-;-;13
"171320 Miracema do Tocantins";6;7;2;27;37;12;1;1;2;2;16;4;6;-;1;-;5;2;131
"171330 Miranorte";2;1;-;4;12;3;1;-;1;1;5;-;1;-;-;-;-;-;31
"171360 Monte do Carmo";-;-;-;2;4;2;-;-;-;1;3;-;1;-;-;-;-;1;14
"171370 Monte Santo do Tocantins";1;1;-;-;1;1;-;-;-;-;-;-;1;-;-;-;-;-;5
"171395 Muricilândia";-;1;-;-;3;-;-;-;2;-;2;-;-;-;-;-;-;-;8
"171420 Natividade";-;2;-;1;7;-;-;-;2;-;2;-;-;-;-;-;-;1;15
"171430 Nazaré";1;-;-;2;2;1;-;-;-;-;2;-;-;-;-;-;-;-;8
"171488 Nova Olinda";3;1;-;2;5;1;1;-;2;-;3;-;2;-;-;-;1;-;21
"171500 Nova Rosalândia";1;1;-;-;7;1;-;-;1;-;2;-;1;-;-;-;-;-;14
"171510 Novo Acordo";-;-;-;2;3;1;-;-;1;1;2;-;1;-;-;-;-;1;12
"171515 Novo Alegre";-;1;-;1;1;1;-;-;-;1;1;-;1;-;-;-;-;1;8
"171525 Novo Jardim";1;1;-;-;2;1;-;-;1;-;1;-;-;-;-;-;-;-;7
"171550 Oliveira de Fátima";-;-;-;-;1;1;-;-;1;-;1;-;1;-;-;-;-;-;5
"172100 Palmas";136;85;17;156;412;171;51;21;52;56;263;60;118;5;16;-;211;145;1975
"171570 Palmeirante";-;1;-;1;2;-;-;-;1;-;1;-;-;-;-;-;-;1;7
"171380 Palmeiras do Tocantins";1;1;-;3;4;1;-;-;2;-;2;-;-;-;-;-;-;-;14
"171575 Palmeirópolis";1;1;-;-;4;1;-;-;3;-;2;-;1;-;-;-;-;1;14
"171610 Paraíso do Tocantins";15;8;2;37;56;18;5;1;13;3;18;5;13;1;2;-;10;11;218
"171620 Paranã";1;1;-;2;8;2;-;-;1;1;2;-;-;-;-;-;-;-;18
"171630 Pau D'Arco";1;-;-;-;3;-;-;-;-;-;2;-;1;-;-;-;-;-;7
"171650 Pedro Afonso";2;3;-;17;28;3;1;-;2;1;8;1;2;-;-;-;-;4;72
"171660 Peixe";1;2;-;3;11;2;-;-;1;-;7;-;1;-;-;-;-;-;28
"171665 Pequizeiro";2;1;-;1;4;-;-;-;2;-;2;-;2;-;-;-;-;-;14
"171700 Pindorama do Tocantins";1;-;-;1;3;1;-;-;-;-;2;-;-;-;-;-;-;-;8
"171720 Piraquê";1;1;-;-;2;-;-;-;1;-;2;-;-;-;-;-;-;-;7
"171750 Pium";1;1;-;5;6;1;-;-;-;1;3;-;1;-;1;-;1;-;21
"171780 Ponte Alta do Bom Jesus";1;1;-;2;2;1;-;-;2;-;3;-;-;-;-;-;-;-;12
"171790 Ponte Alta do Tocantins";1;1;-;-;5;1;-;-;-;1;2;-;1;-;-;-;-;-;12
"171800 Porto Alegre do Tocantins";-;1;-;-;2;1;-;-;1;-;1;-;-;-;-;-;-;-;6
"171820 Porto Nacional";26;19;9;56;147;36;7;4;4;8;63;6;15;2;-;-;11;19;432
"171830 Praia Norte";1;1;-;-;4;1;-;-;2;1;3;-;-;-;-;-;-;-;13
"171840 Presidente Kennedy";-;-;-;-;2;1;-;-;2;1;2;-;-;-;-;-;-;-;8
"171845 Pugmil";1;-;-;-;3;1;-;-;-;-;2;-;1;-;-;-;-;-;8
"171850 Recursolândia";-;-;-;-;2;1;-;-;2;-;1;-;-;-;-;-;-;-;6
"171855 Riachinho";1;-;-;-;3;-;-;-;1;1;3;-;-;-;-;-;-;-;9
"171865 Rio da Conceição";1;-;-;-;2;1;-;-;-;-;1;-;-;-;-;-;-;-;5
"171870 Rio dos Bois";-;1;-;-;2;1;-;-;1;1;1;-;1;-;-;-;-;-;8
"171875 Rio Sono";1;1;-;2;3;1;-;-;1;1;3;-;1;-;-;-;-;-;14
"171880 Sampaio";-;1;-;-;2;-;-;-;2;-;1;-;-;-;-;-;-;-;6
"171884 Sandolândia";-;1;-;-;3;1;-;-;1;-;2;-;-;-;-;-;-;-;8
"171886 Santa Fé do Araguaia";1;2;-;1;2;1;-;-;2;-;2;-;1;-;-;-;-;-;12
"171888 Santa Maria do Tocantins";-;1;-;1;1;-;-;-;1;-;1;-;-;-;-;-;-;-;5
"171889 Santa Rita do Tocantins";1;1;-;-;2;1;-;-;-;-;1;-;-;-;-;-;-;-;6
"171890 Santa Rosa do Tocantins";-;1;-;-;4;1;1;-;1;-;2;-;1;-;-;-;-;-;11
"171900 Santa Tereza do Tocantins";1;1;-;-;1;1;-;-;-;-;2;-;-;-;-;-;-;-;6
"172000 Santa Terezinha do Tocantins";1;1;-;-;2;1;-;-;-;1;1;-;1;-;-;-;-;-;8
"172010 São Bento do Tocantins";1;1;-;1;3;1;-;-;2;1;2;-;-;-;-;-;-;-;12
"172015 São Félix do Tocantins";-;1;-;1;3;1;-;-;1;-;1;-;1;-;-;-;-;-;9
"172020 São Miguel do Tocantins";1;-;1;-;9;2;-;-;2;3;7;1;-;-;-;-;-;2;28
"172025 São Salvador do Tocantins";-;1;-;-;2;-;-;-;1;-;1;-;-;-;-;-;-;-;5
"172030 São Sebastião do Tocantins";1;1;-;-;3;-;-;-;1;1;2;-;1;-;-;-;-;-;10
"172049 São Valério";-;-;-;2;3;1;-;-;1;-;2;-;1;-;-;-;-;-;10
"172065 Silvanópolis";1;1;-;-;6;1;-;-;-;1;2;1;-;-;-;-;-;-;13
"172080 Sítio Novo do Tocantins";1;1;1;2;11;1;-;-;5;1;8;1;-;-;-;-;1;-;33
"172085 Sucupira";-;1;-;-;1;1;-;-;-;-;1;-;-;-;-;-;-;-;4
"172090 Taguatinga";4;3;-;3;13;2;-;-;2;-;7;-;2;1;-;-;1;2;40
"172093 Taipas do Tocantins";-;-;-;-;1;1;-;-;1;-;1;-;-;-;-;-;-;-;4
"172097 Talismã";-;1;-;1;1;1;-;-;-;-;1;1;-;-;-;-;-;-;6
"172110 Tocantínia";1;-;-;-;3;1;-;-;-;-;1;-;1;-;-;-;-;-;7
"172120 Tocantinópolis";2;5;-;8;19;3;-;-;5;2;7;1;2;1;-;-;-;5;60
"172125 Tupirama";-;1;-;-;2;1;-;-;-;-;-;-;-;-;-;-;-;-;4
"172130 Tupiratins";-;1;-;-;1;-;-;-;-;-;1;-;1;-;-;-;-;1;5
"172208 Wanderlândia";1;-;-;1;11;1;-;-;3;-;4;-;1;-;-;-;-;1;23
"172210 Xambioá";1;8;-;7;12;5;-;-;-;1;7;-;4;-;-;-;-;1;46
"210005 Açailândia";4;2;4;24;41;4;3;4;5;4;24;5;5;1;1;-;14;5;150
"210010 Afonso Cunha";2;1;-;3;6;1;-;-;2;1;2;-;-;-;-;-;-;1;19
"210015 Água Doce do Maranhão";3;1;-;1;10;2;-;-;7;1;7;-;2;-;-;-;1;1;36
"210020 Alcântara";-;-;-;3;11;-;-;-;9;-;3;-;1;1;-;-;-;2;30
"210030 Aldeias Altas";2;-;-;6;12;3;1;-;7;3;2;-;3;1;1;-;-;-;41
"210040 Altamira do Maranhão";-;2;-;-;7;2;-;-;4;1;2;-;-;-;-;-;-;-;18
"210043 Alto Alegre do Maranhão";2;2;2;10;24;2;-;1;4;1;2;2;-;-;1;-;2;1;56
"210047 Alto Alegre do Pindaré";3;-;-;1;22;5;1;-;14;2;16;1;1;1;-;-;-;6;73
"210050 Alto Parnaíba";-;1;-;2;7;1;-;-;2;-;3;1;-;-;-;-;-;1;18
"210055 Amapá do Maranhão";-;-;-;-;3;-;-;-;1;-;4;-;-;-;-;-;-;-;8
"210060 Amarante do Maranhão";5;5;-;4;31;4;1;-;11;4;9;1;2;1;-;-;2;7;87
"210070 Anajatuba";-;-;1;2;12;-;-;-;6;-;6;-;-;-;-;-;-;-;27
"210080 Anapurus";1;-;-;7;9;2;1;-;4;-;2;-;1;-;-;-;-;-;27
"210083 Apicum-Açu";1;-;-;2;6;1;1;-;2;1;5;1;1;-;-;-;-;-;21
"210087 Araguanã";1;-;-;2;8;-;-;-;3;-;1;-;-;-;-;-;-;-;15
"210090 Araioses";1;1;-;3;18;4;1;-;12;1;5;-;2;-;-;-;-;2;50
"210095 Arame";-;-;-;2;15;2;1;-;7;1;4;-;1;-;-;-;-;1;34
"210100 Arari";1;3;-;6;19;2;2;-;10;1;7;2;1;1;-;-;-;2;57
"210110 Axixá";1;2;-;2;6;2;1;-;2;-;4;-;3;-;-;-;-;1;24
"210120 Bacabal";10;4;3;23;104;13;2;1;23;3;31;7;6;2;3;-;15;4;254
"210125 Bacabeira";1;-;-;3;9;-;-;-;2;-;3;1;-;-;-;-;2;1;22
"210130 Bacuri";1;4;-;2;8;1;-;-;6;1;4;-;1;-;-;-;-;-;28
"210135 Bacurituba";-;-;-;-;2;-;-;-;1;-;-;-;-;-;-;-;-;-;3
"210140 Balsas";3;8;1;24;59;30;5;2;12;4;24;5;8;-;1;-;11;6;203
"210150 Barão de Grajaú";1;1;-;2;10;2;1;-;4;1;8;-;1;-;-;-;-;1;32
"210160 Barra do Corda";3;1;2;9;44;12;2;1;19;2;20;2;3;-;-;-;-;3;123
"210170 Barreirinhas";6;3;9;8;49;9;3;3;14;3;9;3;4;-;1;-;8;4;136
"210177 Bela Vista do Maranhão";1;-;-;1;5;-;-;-;4;-;4;-;-;-;-;-;-;1;16
"210173 Belágua";1;-;-;1;4;2;2;-;1;-;2;-;1;-;-;-;1;1;16
"210180 Benedito Leite";-;1;-;5;4;-;-;-;1;2;2;-;-;-;-;-;-;-;15
"210190 Bequimão";1;1;-;1;10;2;-;-;6;1;1;-;-;-;-;-;-;2;25
"210193 Bernardo do Mearim";-;-;-;1;7;1;-;-;3;-;3;-;-;-;-;-;-;-;15
"210197 Boa Vista do Gurupi";-;1;-;1;3;1;-;-;2;-;5;-;-;-;-;-;-;-;13
"210200 Bom Jardim";1;1;1;5;14;4;-;-;12;-;8;2;1;-;1;-;1;2;53
"210203 Bom Jesus das Selvas";-;-;1;-;8;2;-;-;8;-;4;-;-;-;1;-;-;-;24
"210207 Bom Lugar";1;-;-;1;6;1;-;-;5;1;3;-;1;-;-;-;-;-;19
"210210 Brejo";2;-;-;2;11;1;1;-;3;1;1;-;2;-;-;-;1;4;29
"210215 Brejo de Areia";-;-;-;-;4;-;-;-;4;-;4;-;-;-;-;-;-;-;12
"210220 Buriti";1;1;-;1;10;2;-;-;5;1;2;-;1;-;1;-;-;1;26
"210230 Buriti Bravo";-;1;-;2;8;-;-;-;3;-;1;-;-;-;-;-;-;-;15
"210232 Buriticupu";3;3;-;8;44;4;1;-;8;1;9;1;2;1;1;-;4;5;95
"210235 Buritirana";1;1;-;-;7;1;-;-;2;1;2;-;2;-;-;-;-;2;19
"210237 Cachoeira Grande";1;1;-;-;3;3;-;-;3;-;1;-;1;-;1;-;-;-;14
"210240 Cajapió";-;-;-;-;5;-;-;-;1;-;1;-;-;-;-;-;-;-;7
"210250 Cajari";1;-;-;2;8;2;1;-;1;1;3;-;1;-;-;-;-;1;21
"210255 Campestre do Maranhão";1;2;-;2;12;2;1;-;2;1;4;-;1;-;-;-;-;-;28
"210260 Cândido Mendes";-;-;-;1;10;-;-;-;7;1;5;-;-;-;-;-;-;-;24
"210270 Cantanhede";-;-;-;2;11;3;2;-;7;1;5;-;-;-;-;-;-;2;33
"210275 Capinzal do Norte";1;1;-;1;6;2;1;-;4;1;5;-;-;-;-;-;-;-;22
"210280 Carolina";1;1;1;2;21;1;-;-;7;1;7;-;-;-;-;-;-;1;43
"210290 Carutapera";2;-;-;3;15;2;1;-;8;2;7;1;1;-;-;-;-;3;45
"210300 Caxias";19;8;4;21;162;23;17;6;39;7;59;11;15;4;7;-;42;14;458
"210310 Cedral";-;1;-;3;6;2;-;-;4;1;3;-;1;-;-;-;-;2;23
"210312 Central do Maranhão";-;-;-;1;3;-;-;-;2;-;3;-;-;-;-;-;-;1;10
"210315 Centro do Guilherme";1;1;-;2;5;-;-;-;3;-;2;-;1;-;-;-;-;-;15
"210317 Centro Novo do Maranhão";-;-;-;-;9;-;-;-;7;-;2;-;-;-;-;-;-;-;18
"210320 Chapadinha";6;3;1;13;58;9;2;-;20;4;21;2;5;-;3;-;5;4;156
"210325 Cidelândia";-;-;-;1;5;-;-;-;2;-;3;-;-;-;-;-;-;-;11
"210330 Codó";15;2;-;26;63;9;6;2;23;6;24;3;5;1;1;-;8;9;203
"210340 Coelho Neto";4;1;-;8;27;3;1;2;9;3;19;4;6;2;1;-;5;7;102
"210350 Colinas";3;3;-;8;30;3;-;1;9;2;13;1;1;1;1;-;3;2;81
"210355 Conceição do Lago-Açu";-;-;-;-;10;-;-;-;5;-;2;-;-;-;-;-;-;-;17
"210360 Coroatá";8;2;2;37;79;18;2;2;14;2;13;7;4;1;1;-;24;3;219
"210370 Cururupu";4;-;-;1;20;5;-;1;12;2;5;1;2;1;1;-;4;3;62
"210375 Davinópolis";-;-;-;1;6;1;-;-;3;-;3;-;-;-;-;-;-;-;14
"210380 Dom Pedro";3;2;-;6;19;3;4;-;2;3;12;1;3;-;-;-;-;5;63
"210390 Duque Bacelar";1;-;-;5;9;2;-;-;3;1;4;-;2;-;-;-;-;1;28
"210400 Esperantinópolis";1;-;-;5;18;3;1;-;3;1;3;1;1;1;-;-;4;2;44
"210405 Estreito";1;1;-;13;32;6;1;2;12;3;9;1;2;-;1;-;3;4;91
"210407 Feira Nova do Maranhão";-;-;-;1;3;-;-;-;3;-;1;-;-;-;-;-;-;-;8
"210408 Fernando Falcão";1;1;-;2;7;2;1;-;3;1;4;-;-;-;-;-;-;1;23
"210409 Formosa da Serra Negra";1;1;-;-;10;2;1;-;6;1;2;-;1;-;-;-;1;-;26
"210410 Fortaleza dos Nogueiras";-;-;-;-;8;-;-;-;2;-;3;-;-;-;-;-;-;1;14
"210420 Fortuna";1;-;-;-;11;1;1;-;3;-;3;1;1;-;-;-;-;2;24
"210430 Godofredo Viana";-;-;-;-;6;-;-;-;4;-;3;-;-;-;-;-;-;-;13
"210440 Gonçalves Dias";-;1;-;2;7;2;1;-;4;1;3;-;-;-;-;-;-;1;22
"210450 Governador Archer";1;-;1;1;7;2;-;-;3;2;5;-;1;-;-;-;-;-;23
"210455 Governador Edison Lobão";1;1;-;1;10;1;1;-;4;1;2;-;1;-;-;-;1;1;25
"210460 Governador Eugênio Barros";2;1;-;3;9;2;1;-;5;1;4;-;1;-;-;-;-;3;32
"210462 Governador Luiz Rocha";-;-;-;1;2;-;-;-;1;-;2;-;-;-;-;-;-;1;7
"210465 Governador Newton Bello";1;-;-;3;5;-;-;-;2;-;3;-;-;-;-;-;-;1;15
"210467 Governador Nunes Freire";1;2;1;5;19;3;1;-;6;1;7;1;1;1;1;-;2;1;53
"210470 Graça Aranha";1;-;-;2;5;1;-;-;1;-;-;-;-;-;-;-;-;-;10
"210480 Grajaú";7;3;6;19;51;17;3;1;10;6;13;-;3;1;-;-;7;8;155
"210490 Guimarães";-;-;-;1;8;2;1;-;3;1;6;-;2;-;-;-;-;2;26
"210500 Humberto de Campos";2;3;-;1;11;3;1;2;8;-;8;1;1;-;-;-;-;6;47
"210510 Icatu";4;1;-;-;13;3;1;-;6;-;7;-;3;-;-;-;-;3;41
"210515 Igarapé do Meio";-;2;-;1;7;1;-;-;3;-;3;-;-;-;-;-;-;-;17
"210520 Igarapé Grande";-;1;-;3;7;2;1;-;3;1;4;-;1;-;-;-;-;1;24
"210530 Imperatriz";56;24;6;78;241;49;17;26;22;37;101;40;31;4;15;-;112;31;890
"210535 Itaipava do Grajaú";1;1;-;1;6;2;-;-;4;1;2;-;1;-;-;-;-;-;19
"210540 Itapecuru Mirim";5;1;1;11;48;12;2;2;18;2;13;3;3;-;2;-;9;2;134
